field_1,id,analitico_,analitic_1,analitic_2,analitic_3,analitic_4,analitic_5,analitic_6,analitic_7,analitic_8,analitic_9,analitic10,analitic11,analitic12,analitic13,analitic14,analitic15,analitic16,analitic17,analitic18,analitic19,analitic20,analitic21,analitic22,analitic23,analitic24,analitic25,analitic26,analitic27,analitic28,analitic29,analitic30,analitic31,analitic32,barnices,co3,color_hume,color_seco,concrecion,consistenc,consiste_1,consiste_2,consiste_3,estructura,estructu_1,estructu_2,formacione,humedad,id.1,limite_tip,limite_for,moteados,perfil_num,perfil_pro,perfil_cob,perfil_mat,perfil_mod,perfil_fec,perfil_veg,perfil_obs,perfil_cap,perfil_ubi,perfil_u_1,perfil_u_2,perfil_u_3,perfil_pai,perfil_p_1,perfil_p_2,perfil_hum,perfil_ero,perfil_e_1,perfil_ped,perfil_p_3,perfil_ser,perfil_s_1,perfil_s_2,perfil_gru,perfil_g_1,perfil_fas,perfil_f_1,perfil_sal,perfil_uso,perfil_rel,perfil_per,perfil_esc,perfil_pen,perfil_ane,perfil_dre,perfil_pos,ph,profundida,profundi_1,raices,textura,tipo
1847,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,suelto,,,masiva,,,,,2595,,,,9/498 C,NA,NA,Loess (franco limoso),false,1966-07-26,Rastrojo de maíz,El Cca no fue analizado.,,4 km. al S.S.W. de Arbolito,R 375,3360-32-3,58,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,agrícola,normal,lenta,medio,0 - 1%,clase 5,,loma,7.5,305,295,1,NA,Cca
1848,737,1687,18.4,15.2,16.3,6.6,7.2,5.3,5732,9.4,3.4,2,0.4,8,0.08,NA,18.2,57.2,31.4,3.4,0,0,0,0,NA,NA,NA,2,93,NA,NA,124 - 295,NA,NA,,,7.5YR 5/6,,,,suelto,,,masiva,,,,,2594,difuso,,,9/498 C,NA,NA,Loess (franco limoso),false,1966-07-26,Rastrojo de maíz,El Cca no fue analizado.,,4 km. al S.S.W. de Arbolito,R 375,3360-32-3,58,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,agrícola,normal,lenta,medio,0 - 1%,clase 5,,loma,7,295,124,1,NA,C
1849,737,1683,27.4,16.8,20.1,5.7,6.4,4.9,3659,11.8,3.2,1.4,0.4,28.7,0.64,0.095,16.2,52.8,17.9,0.4,0.2,0,0,0,NA,NA,NA,5.7,84,NA,NA,46 - 56,NA,7,,,10YR 3/4,,,,friable,ligeramente adhesivo,ligeramente plástico,bloques angulares,medios,moderado,,,2590,claro,suave,,9/498 C,NA,NA,Loess (franco limoso),false,1966-07-26,Rastrojo de maíz,El Cca no fue analizado.,,4 km. al S.S.W. de Arbolito,R 375,3360-32-3,58,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,agrícola,normal,lenta,medio,0 - 1%,clase 5,,loma,6.5,56,46,2,NA,B1
1850,737,1680,28,18.6,22.8,5.6,6,5.1,4497,12.1,3.8,2,0.7,26,2.12,0.241,25,58.2,14,1.8,0,0,0,0,NA,NA,NA,7.4,82,NA,NA,0 - 12,NA,9,,,10YR 3/3,,,,muy friable,,,granular,,,,,2587,abrupto,suave,,9/498 C,NA,NA,Loess (franco limoso),false,1966-07-26,Rastrojo de maíz,El Cca no fue analizado.,,4 km. al S.S.W. de Arbolito,R 375,3360-32-3,58,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,agrícola,normal,lenta,medio,0 - 1%,clase 5,,loma,6.5,12,0,3,NA,Ap
1851,737,1682,25.7,15.7,18.2,5.6,6.1,4.9,4953,10.6,3.2,1.4,0.5,26,0.88,0.097,21.9,57.6,15.6,0.8,0,0,0,0,NA,NA,NA,5.4,86,NA,NA,35 - 46,NA,9,,,10YR 3/4,,,,muy friable,,,bloques angulares,medios,débil,,,2589,claro,suave,,9/498 C,NA,NA,Loess (franco limoso),false,1966-07-26,Rastrojo de maíz,El Cca no fue analizado.,,4 km. al S.S.W. de Arbolito,R 375,3360-32-3,58,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,agrícola,normal,lenta,medio,0 - 1%,clase 5,,loma,6.5,46,35,3,NA,A3
1852,737,1684,32.2,19.8,23.2,6.1,6.6,5,3042,13.5,4.3,1.6,0.4,32.3,0.55,0.084,22,53.2,13.8,0.7,0,0,0,0,NA,NA,NA,5.9,85,NA,NA,56 - 85,NA,6,Clsk ++,,7.5YR 3/2,,,,friable,adhesivo,plástico,prismas,medios,moderado,,,2591,claro,suave,,9/498 C,NA,NA,Loess (franco limoso),false,1966-07-26,Rastrojo de maíz,El Cca no fue analizado.,,4 km. al S.S.W. de Arbolito,R 375,3360-32-3,58,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,agrícola,normal,lenta,medio,0 - 1%,clase 5,,loma,6.5,85,56,2,NA,B2
1853,737,1681,26.4,19,22.6,5.5,6,5,5449,12.8,3.7,1.7,0.8,25,2.01,0.226,25,59.7,13.8,1.5,0,0,0,0,NA,NA,NA,7.4,84,NA,NA,12 - 35,NA,9,,,10YR 3/2,,,,muy friable,,,bloques angulares,finos,moderado,,,2588,claro,suave,,9/498 C,NA,NA,Loess (franco limoso),false,1966-07-26,Rastrojo de maíz,El Cca no fue analizado.,,4 km. al S.S.W. de Arbolito,R 375,3360-32-3,58,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,agrícola,normal,lenta,medio,0 - 1%,clase 5,,loma,6.5,35,12,3,NA,A12
1854,738,1652,25.7,16.1,19,5.7,6,5.1,5672,11,3.6,1.3,0.2,26.6,1.2,0.126,23,59.4,13.6,0.4,0,0,0,0,NA,NA,NA,5.9,85,NA,NA,12 - 25,NA,9,,,10YR 3/1,10YR 3/3,,,friable,,,bloques angulares,medios,moderado,,,2612,claro,suave,,9/454 C,NA,100,Loess (franco limoso),false,1966-07-13,Pradera natural (trébol blanco),"Potrero explotado con agricultura durante 40 años seguidos. En estos 2 últimos años está en barbecho.
Permeabilidad: B2 33 - 70 cm:
Vertical: 0,8 cm/h, grado 3, moderadamente lenta.
Horizontal: 0,74 cm/h, grado 3, moderadamente lenta.",,4 km. al N.N.W. de Mariano Alfonzo,R 376,3360-32-3,103,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,25,12,3,NA,A12
1855,738,1653,27.4,16.7,18.6,5.7,6.1,5,4051,10.6,4.5,1.3,0.3,30.2,0.76,0.104,21.7,55.4,14.1,0.3,0,0,0,0,NA,NA,NA,5.2,90,NA,NA,25 - 33,NA,7,Clsk +,,10YR 4/3,10YR 4/4,,,friable,ligeramente adhesivo,ligeramente plástico,bloques angulares,medios,fuerte,,,2613,abrupto,suave,,9/454 C,NA,100,Loess (franco limoso),false,1966-07-13,Pradera natural (trébol blanco),"Potrero explotado con agricultura durante 40 años seguidos. En estos 2 últimos años está en barbecho.
Permeabilidad: B2 33 - 70 cm:
Vertical: 0,8 cm/h, grado 3, moderadamente lenta.
Horizontal: 0,74 cm/h, grado 3, moderadamente lenta.",,4 km. al N.N.W. de Mariano Alfonzo,R 376,3360-32-3,103,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,33,25,2,NA,B1
1856,738,1654,31.9,22.7,24.6,5.8,6.3,4.9,2672,14.4,6.5,1.5,0.3,37.3,0.69,0.091,18.9,52.1,10.4,0.2,0,0,0,0,NA,NA,NA,5.2,92,NA,NA,33 - 55,NA,7,Clsk +++,,7.5YR 3/2,,,duro,,adhesivo,plástico,prismas,,débil,,,2614,claro,suave,,9/454 C,NA,100,Loess (franco limoso),false,1966-07-13,Pradera natural (trébol blanco),"Potrero explotado con agricultura durante 40 años seguidos. En estos 2 últimos años está en barbecho.
Permeabilidad: B2 33 - 70 cm:
Vertical: 0,8 cm/h, grado 3, moderadamente lenta.
Horizontal: 0,74 cm/h, grado 3, moderadamente lenta.",,4 km. al N.N.W. de Mariano Alfonzo,R 376,3360-32-3,103,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,55,33,2,NA,B21
1857,738,1657,25.6,19.9,20.6,6,6.6,5.1,2917,12.1,5.8,1.8,0.2,16.8,0.17,0.044,23.9,68.6,13.9,0.7,0,0,0,0,NA,NA,NA,3.4,97,NA,NA,85 - 125,NA,4,,,7.5YR 5/4,,,,suelto,,,bloques angulares,medios,débil,,,2617,difuso,suave,,9/454 C,NA,100,Loess (franco limoso),false,1966-07-13,Pradera natural (trébol blanco),"Potrero explotado con agricultura durante 40 años seguidos. En estos 2 últimos años está en barbecho.
Permeabilidad: B2 33 - 70 cm:
Vertical: 0,8 cm/h, grado 3, moderadamente lenta.
Horizontal: 0,74 cm/h, grado 3, moderadamente lenta.",,4 km. al N.N.W. de Mariano Alfonzo,R 376,3360-32-3,103,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,125,85,1,NA,B32
1858,738,1656,28,21.4,22.3,5.9,6.5,5,2876,13.1,6.5,1.6,0.2,26.1,0.33,0.061,20.6,59.2,14.1,0.5,0.1,0,0,0,NA,NA,NA,4.7,96,NA,NA,70 - 85,NA,5,Clsk +,,7.5YR 4/4,,,,friable,,,bloques angulares,medios,,,,2616,claro,suave,,9/454 C,NA,100,Loess (franco limoso),false,1966-07-13,Pradera natural (trébol blanco),"Potrero explotado con agricultura durante 40 años seguidos. En estos 2 últimos años está en barbecho.
Permeabilidad: B2 33 - 70 cm:
Vertical: 0,8 cm/h, grado 3, moderadamente lenta.
Horizontal: 0,74 cm/h, grado 3, moderadamente lenta.",,4 km. al N.N.W. de Mariano Alfonzo,R 376,3360-32-3,103,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,85,70,1,NA,B31
1859,738,1651,27.5,17.4,21,5.4,5.8,5.1,4008,12.1,3.4,1.6,0.3,26.2,1.8,0.186,23.6,56.9,16.4,0.5,0,0,0,0,NA,NA,NA,7.1,83,NA,NA,0 - 12,NA,10,,,10YR 3/2,10YR 4/2,,,friable,,,bloques angulares,medios,moderado,,,2611,abrupto,suave,,9/454 C,NA,100,Loess (franco limoso),false,1966-07-13,Pradera natural (trébol blanco),"Potrero explotado con agricultura durante 40 años seguidos. En estos 2 últimos años está en barbecho.
Permeabilidad: B2 33 - 70 cm:
Vertical: 0,8 cm/h, grado 3, moderadamente lenta.
Horizontal: 0,74 cm/h, grado 3, moderadamente lenta.",,4 km. al N.N.W. de Mariano Alfonzo,R 376,3360-32-3,103,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,12,0,3,NA,Ap
1860,738,1658,25.4,21.4,22,6.6,7.1,5.7,3241,12.3,6.4,2.3,0.4,12.2,0.15,0.031,27.4,72.7,14.1,1,0,0,0,0,NA,NA,NA,2.6,97,NA,NA,125 +,NA,5,,,7.5YR 5/6,,,,suelto,,,masiva,,,,,2618,,,,9/454 C,NA,100,Loess (franco limoso),false,1966-07-13,Pradera natural (trébol blanco),"Potrero explotado con agricultura durante 40 años seguidos. En estos 2 últimos años está en barbecho.
Permeabilidad: B2 33 - 70 cm:
Vertical: 0,8 cm/h, grado 3, moderadamente lenta.
Horizontal: 0,74 cm/h, grado 3, moderadamente lenta.",,4 km. al N.N.W. de Mariano Alfonzo,R 376,3360-32-3,103,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,NA,125,1,NA,C
1861,738,1655,31.5,24.4,26.5,5.9,6.5,5,2593,15.7,6.6,1.8,0.3,33.6,0.43,0.07,22.6,53.1,12.6,0.5,0.2,0,0,0,NA,NA,NA,5.7,92,NA,NA,55 - 70,NA,6,Clsk ++,,7.4YR 4/2,,,duro,,ligeramente adhesivo,ligeramente plástico,bloques angulares,medios,moderado,,,2615,claro,suave,,9/454 C,NA,100,Loess (franco limoso),false,1966-07-13,Pradera natural (trébol blanco),"Potrero explotado con agricultura durante 40 años seguidos. En estos 2 últimos años está en barbecho.
Permeabilidad: B2 33 - 70 cm:
Vertical: 0,8 cm/h, grado 3, moderadamente lenta.
Horizontal: 0,74 cm/h, grado 3, moderadamente lenta.",,4 km. al N.N.W. de Mariano Alfonzo,R 376,3360-32-3,103,Pampa ondulada,,,uniforme,ligera,hídrica,,,Rojas,Ro,NA,NA,Brunizem,NA,,,,normal,moderada,medio,0 - 1%,clase 5,,loma,NA,70,55,2,NA,B22
1862,739,279,37.9,41.6,40.6,6,7.1,5.4,NA,25.3,12.3,3.2,0.8,35.1,0.1,0.01,33,52.8,8.2,0.6,0,0,0,0,NA,NA,0.2,8.7,100,NA,NA,200-220,NA,NA,,,5YR 4/4,5YR 6/4,,suelto,suelto,no ahesivo,no plástico,masiva,,,,,2602,abrupto,suave,Fe +,12/131 C,NA,100,Limo loéssico,false,1965-10-16,Pradera artificial,"El C2ca está húmedo. Concreciones de 1mm a 2 cm. A3/B1 en parte lixiviado.
Son muy abundantes las concreciones menores de 1 mm y escasas las mayores de 1cm.
Distribución de humedad: horizonte A es seco y húmedo el horizonte B.",,"Campo de Zerboni, a 4500 mts al NW de Estación Heavy",358,3560-10-2,41,I Loma extendida,,,no uniforme,ligera,hídrica,,grado 0,Gouin,Go,NA,NA,Brunizem - Argiudol típico,NA,,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma alta,NA,230,190,,NA,II C1
1863,739,278,28,24.8,24.7,5.6,6.3,5,NA,15.1,7.4,1.8,0.5,23.9,0.12,0.01,27.8,59.7,12.1,0.9,0,0,0,0,NA,NA,0.25,6.5,100,NA,NA,120-135,NA,NA,Clay skins +,,7.5YR 4/4,7.5YR 5/4,,suelto,friable,ligeramente adhesivo,ligeramente plástico,masiva,gruesos,,Poroso,,2601,difuso,,Fe +,12/131 C,NA,100,Limo loéssico,false,1965-10-16,Pradera artificial,"El C2ca está húmedo. Concreciones de 1mm a 2 cm. A3/B1 en parte lixiviado.
Son muy abundantes las concreciones menores de 1 mm y escasas las mayores de 1cm.
Distribución de humedad: horizonte A es seco y húmedo el horizonte B.",,"Campo de Zerboni, a 4500 mts al NW de Estación Heavy",358,3560-10-2,41,I Loma extendida,,,no uniforme,ligera,hídrica,,grado 0,Gouin,Go,NA,NA,Brunizem - Argiudol típico,NA,,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma alta,6.8,190,100,1,NA,B3
1864,739,274,28.1,21.3,21.7,6,6.7,5.4,NA,12.1,6.2,2.1,0.9,25.4,1.58,0.145,28.7,53.3,16.5,0.3,0,0,0,0,NA,NA,0.31,7.8,98,NA,NA,16-22,NA,10,,,10YR 2/2,10YR 4/1,,ligeramente duro,friable,no ahesivo,ligeramente plástico,bloques subangulares,medios,fuerte,"Lombrices, hormigas",,2597,claro,suave,,12/131 C,NA,100,Limo loéssico,false,1965-10-16,Pradera artificial,"El C2ca está húmedo. Concreciones de 1mm a 2 cm. A3/B1 en parte lixiviado.
Son muy abundantes las concreciones menores de 1 mm y escasas las mayores de 1cm.
Distribución de humedad: horizonte A es seco y húmedo el horizonte B.",,"Campo de Zerboni, a 4500 mts al NW de Estación Heavy",358,3560-10-2,41,I Loma extendida,,,no uniforme,ligera,hídrica,,grado 0,Gouin,Go,NA,NA,Brunizem - Argiudol típico,NA,,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma alta,6,24,13,3,NA,A12
1865,739,280,36.1,NA,36.7,7.5,8.8,7.3,NA,NA,NA,NA,NA,9.8,0.07,0.01,32.4,67,14.9,3.4,0,0,0,10.8,NA,NA,0.33,NA,NA,NA,NA,230-290,NA,NA,,+++,5YR 5/4,5YR 7/3,Ca +++,suelto,suelto,no ahesivo,no plástico,masiva,,,,,2603,,,Fe +,12/131 C,NA,100,Limo loéssico,false,1965-10-16,Pradera artificial,"El C2ca está húmedo. Concreciones de 1mm a 2 cm. A3/B1 en parte lixiviado.
Son muy abundantes las concreciones menores de 1 mm y escasas las mayores de 1cm.
Distribución de humedad: horizonte A es seco y húmedo el horizonte B.",,"Campo de Zerboni, a 4500 mts al NW de Estación Heavy",358,3560-10-2,41,I Loma extendida,,,no uniforme,ligera,hídrica,,grado 0,Gouin,Go,NA,NA,Brunizem - Argiudol típico,NA,,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma alta,NA,NA,230,,NA,II C2ca
1866,739,273,29.5,21,23.5,5.8,6.7,5.5,NA,12.5,5.8,2.4,0.3,24.1,1.7,0.167,31.6,56.5,14.1,0.3,0,0,0,0,NA,NA,0.36,7.6,89,NA,NA,3-12,NA,10,,,10YR 3/1,10YR 4/1,,extremadamente duro,firme,no ahesivo,no plástico,bloques angulares,medios,fuerte,"Lombrices, hormigas, crotovinas",,2596,claro,suave,,12/131 C,NA,100,Limo loéssico,false,1965-10-16,Pradera artificial,"El C2ca está húmedo. Concreciones de 1mm a 2 cm. A3/B1 en parte lixiviado.
Son muy abundantes las concreciones menores de 1 mm y escasas las mayores de 1cm.
Distribución de humedad: horizonte A es seco y húmedo el horizonte B.",,"Campo de Zerboni, a 4500 mts al NW de Estación Heavy",358,3560-10-2,41,I Loma extendida,,,no uniforme,ligera,hídrica,,grado 0,Gouin,Go,NA,NA,Brunizem - Argiudol típico,NA,,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma alta,6,13,0,3,NA,A11
1867,739,276,36.1,26.9,34.8,5.5,6.5,5.2,NA,17.4,7,2.1,0.4,46.3,0.53,0.048,19.8,40.7,4.5,0.3,0,0,0,0,NA,NA,0.21,9.6,77,NA,NA,50-60,NA,11,Clay skins +++ 7.5YR 4/2 3/2,,7.5YR 4/2,7.5YR 4/4,Mn +,extremadamente duro,friable,adhesivo,plástico,prismas,gruesos,fuerte,Raíces en grietas,,2599,claro,suave,Materia Orgánica ++,12/131 C,NA,100,Limo loéssico,false,1965-10-16,Pradera artificial,"El C2ca está húmedo. Concreciones de 1mm a 2 cm. A3/B1 en parte lixiviado.
Son muy abundantes las concreciones menores de 1 mm y escasas las mayores de 1cm.
Distribución de humedad: horizonte A es seco y húmedo el horizonte B.",,"Campo de Zerboni, a 4500 mts al NW de Estación Heavy",358,3560-10-2,41,I Loma extendida,,,no uniforme,ligera,hídrica,,grado 0,Gouin,Go,NA,NA,Brunizem - Argiudol típico,NA,,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma alta,6,70,40,2,NA,B21
1868,739,277,33.5,28.8,28.9,5.7,6.3,5.2,NA,16.3,10,2,0.5,33.8,0.38,0.033,24.2,47.3,14.2,0.4,0,0,0,0,NA,NA,0.21,8.3,100,NA,NA,75-90,NA,12,Clay skins ++ 10YR 3/3 3/2,,10YR 3/2,10YR 4/3,Mn + Fe +,duro,friable,ligeramente adhesivo,ligeramente plástico,prismas,medios,moderado,Raíces en grietas,,2600,gradual,ondulado,Materia Orgánica ++,12/131 C,NA,100,Limo loéssico,false,1965-10-16,Pradera artificial,"El C2ca está húmedo. Concreciones de 1mm a 2 cm. A3/B1 en parte lixiviado.
Son muy abundantes las concreciones menores de 1 mm y escasas las mayores de 1cm.
Distribución de humedad: horizonte A es seco y húmedo el horizonte B.",,"Campo de Zerboni, a 4500 mts al NW de Estación Heavy",358,3560-10-2,41,I Loma extendida,,,no uniforme,ligera,hídrica,,grado 0,Gouin,Go,NA,NA,Brunizem - Argiudol típico,NA,,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma alta,6.5,100,70,1,NA,B22
1869,739,275,26.6,16.1,17.6,6,6.8,5.4,NA,9.3,4.9,106,0.3,26.2,0.97,0.088,27.4,53.1,16.1,0.3,0,0,0,0,NA,NA,0.3,6.3,91,NA,NA,27-34,NA,11,Clay skins +,,10YR 3/3,10YR 5/2,,blando,muy friable,adhesivo,ligeramente plástico,bloques subangulares,,débil,Algo poroso,,2598,abrupto,suave,Fe+,12/131 C,NA,100,Limo loéssico,false,1965-10-16,Pradera artificial,"El C2ca está húmedo. Concreciones de 1mm a 2 cm. A3/B1 en parte lixiviado.
Son muy abundantes las concreciones menores de 1 mm y escasas las mayores de 1cm.
Distribución de humedad: horizonte A es seco y húmedo el horizonte B.",,"Campo de Zerboni, a 4500 mts al NW de Estación Heavy",358,3560-10-2,41,I Loma extendida,,,no uniforme,ligera,hídrica,,grado 0,Gouin,Go,NA,NA,Brunizem - Argiudol típico,NA,,clase 0,ganadero,normal,moderadamente lenta,medio,0 - 1%,clase 5,clase 3,media loma alta,6,40,24,2,NA,A3/B1
1870,740,250,28.9,24.4,25.2,6.9,7.9,5.2,NA,13.4,8.4,2,0.6,29.3,0.3,0.028,24.5,49,17.8,0.4,0,0,0,0,NA,NA,0.4,6.8,97,NA,NA,130-180,NA,10,Clay skins +,,7.5YR 5/4,7.5YR 6/4,,ligeramente duro,friable,adhesivo,ligeramente plástico,bloques subangulares,medios,débil,Muy poroso,,2609,difuso,ondulado,Materia orgánica +,12/132 C,NA,95,Limo loessoide,false,1965-10-16,Trigo,"A los 2,15 m concreciones muy pequeñas de Ca. Las reíces llegan hasta los 2 mts.",I,"A10km al NE de Estación Heavy, F.C.G.Urquiza",359,3560-10-2,45,Loma extendida,,,uniforme,ligera,hídrica,,grado 0,Capitán Sarmiento,Sm,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 3,loma,6.5,200,107,1,NA,B3
1871,740,251,31.7,NA,NA,7.5,8.6,6.6,NA,NA,NA,NA,NA,18.7,0.22,0.021,37.4,64.6,12.3,0.4,0,0,0,1.5,NA,NA,0.42,NA,NA,NA,NA,225-300,NA,10,,+++,7.5YR 5/4,7.5YR 7/4,+++,,firme,no ahesivo,no plástico,masiva,,,,,2610,difuso,,,12/132 C,NA,95,Limo loessoide,false,1965-10-16,Trigo,"A los 2,15 m concreciones muy pequeñas de Ca. Las reíces llegan hasta los 2 mts.",I,"A10km al NE de Estación Heavy, F.C.G.Urquiza",359,3560-10-2,45,Loma extendida,,,uniforme,ligera,hídrica,,grado 0,Capitán Sarmiento,Sm,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 3,loma,8.5,NA,200,1,NA,C
1872,740,247,26.8,20.1,22,5.6,6.4,5.3,NA,13.3,5.5,1,0.3,30,1.45,0.133,23.1,51.8,12.9,0.2,0,0,0,0,NA,NA,0.4,6.7,91,NA,NA,30-45,NA,11,Clay skins +,,10YR 3/2,10YR 5/1,,duro,friable,adhesivo,ligeramente plástico,bloques subangulares,finos,moderado,Galerías de lombrices,,2606,abrupto,ondulado,,12/132 C,NA,95,Limo loessoide,false,1965-10-16,Trigo,"A los 2,15 m concreciones muy pequeñas de Ca. Las reíces llegan hasta los 2 mts.",I,"A10km al NE de Estación Heavy, F.C.G.Urquiza",359,3560-10-2,45,Loma extendida,,,uniforme,ligera,hídrica,,grado 0,Capitán Sarmiento,Sm,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 3,loma,6,36,29,2,NA,A3/B1
1873,740,246,27.4,21.8,23.2,6,6.4,5.3,NA,13.8,5.8,2,0.2,26.8,2.2,0.211,28.7,54.7,12.7,0.2,0,0,0,0,NA,NA,0.4,7.4,94,NA,NA,18-26,NA,10,,,10YR 2/1,10YR 4/1,,duro,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,finos,moderado,"Galerías de lombrices, crotovinas",,2605,claro,suave,,12/132 C,NA,95,Limo loessoide,false,1965-10-16,Trigo,"A los 2,15 m concreciones muy pequeñas de Ca. Las reíces llegan hasta los 2 mts.",I,"A10km al NE de Estación Heavy, F.C.G.Urquiza",359,3560-10-2,45,Loma extendida,,,uniforme,ligera,hídrica,,grado 0,Capitán Sarmiento,Sm,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 3,loma,6,29,15,3,NA,A1
1874,740,248,42.2,32,38.4,5.3,6.3,4.7,NA,19.6,10,1.9,0.5,54.5,0.7,0.085,17.4,35.1,7.1,0.3,0,0,0,0,NA,NA,0.4,11.9,83,NA,NA,45-60,NA,8,Clay skins +++,,7.5YR 3/2,7.5YR 4/2,,muy duro,friable,adhesivo,plástico,prismas,gruesos,fuerte,Grietas en las raíces,,2607,gradual,suave,Materia orgánica +,12/132 C,NA,95,Limo loessoide,false,1965-10-16,Trigo,"A los 2,15 m concreciones muy pequeñas de Ca. Las reíces llegan hasta los 2 mts.",I,"A10km al NE de Estación Heavy, F.C.G.Urquiza",359,3560-10-2,45,Loma extendida,,,uniforme,ligera,hídrica,,grado 0,Capitán Sarmiento,Sm,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 3,loma,6,75,36,2,NA,B21
1875,740,249,34.4,28.1,31.7,5.7,7.1,5.1,NA,16.8,8.5,2.2,0.6,34,0.5,0.047,28.2,47.8,15.9,0.3,0,0,0,0,NA,NA,0.4,8.6,84,NA,NA,80-95,NA,10,Clay skins +,,7.5YR 4/4,7.5YR 5/4,,ligeramente duro,friable,adhesivo,plástico,prismas,medios,moderado,,,2608,gradual,ondulado,Materia orgánica +,12/132 C,NA,95,Limo loessoide,false,1965-10-16,Trigo,"A los 2,15 m concreciones muy pequeñas de Ca. Las reíces llegan hasta los 2 mts.",I,"A10km al NE de Estación Heavy, F.C.G.Urquiza",359,3560-10-2,45,Loma extendida,,,uniforme,ligera,hídrica,,grado 0,Capitán Sarmiento,Sm,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 3,loma,6,107,75,2,NA,B22
1876,740,245,27.8,22.5,24.7,5.7,6.3,5.5,NA,14.9,5.2,2.2,0.2,23.4,2.74,0.273,24.2,52.9,17.1,0.2,0,0,0,0,NA,NA,0.42,7.8,91,NA,NA,3-12,NA,10,,,10YR 3/1,10YR 4/1,,muy duro,friable,no ahesivo,no plástico,bloques subangulares,finos,moderado,"Lombrices, crotovinas",,2604,abrupto,suave,,12/132 C,NA,95,Limo loessoide,false,1965-10-16,Trigo,"A los 2,15 m concreciones muy pequeñas de Ca. Las reíces llegan hasta los 2 mts.",I,"A10km al NE de Estación Heavy, F.C.G.Urquiza",359,3560-10-2,45,Loma extendida,,,uniforme,ligera,hídrica,,grado 0,Capitán Sarmiento,Sm,NA,NA,Brunizem - Argiudol tipico,NA,,clase 0,agrícola,normal,moderada,medio,0 - 1%,clase 5,clase 3,loma,6,15,0,3,NA,Ap
