"","id.p","is.mottles","is.concr","thick.A","a_S.A","a_sat_CEC.A","esp.A","esp.B","a_OC.A","Bt","is.caco3","d.caco3","is.E","is.hydro","dem","river","wdist","maxc","mrvbf","slope","twi","vdchn","water","lstm","lstsd","evim","evisd","X","Y"
"289",759,0,1,25,17.848,85.92,3.09278350515464,2.20734575719197,1.5892,1.72056199500154,0,NA,0,0,76.1564636230469,72084.5078125,371.089965820312,-6.53573989868164,4.40950679779053,0.0216949656605721,12.9221334457397,1.55413818359375,0,297.243121724417,7.75328237683308,3683,1446.68004301336,5438172.98208766,6254741.6614765
"290",760,0,0,34,17.8705882352941,82.6470588235294,2.43581303489138,2.11460567071718,1.87705882352941,1.49292531030605,0,NA,0,0,76.8041000366211,77136.0078125,678.841613769531,-0.492253214120865,3.39307475090027,0.154158756136894,11.6400318145752,7.62236022949219,0,296.947067573972,7.79214878038682,3673.125,2004.38111361123,5439902.67800244,6245508.67801597
"291",761,1,0,27,18.2222222222222,85.8888888888889,3.84146341463415,3.03590691940206,1.57444444444444,1.98190474041651,0,NA,1,0,44.6836891174316,49160.07421875,60.0016899108887,1.65201604366302,4.86659717559814,0.0382081717252731,11.2012691497803,4.09932327270508,0.241379305720329,296.096283274063,7.86173323219036,3614.91666666667,824.595221742328,5559241.35350936,6183671.69035004
"292",763,1,1,18,17.1444444444444,91.4444444444445,12.3784834737524,NA,1.355,1.58514827198905,1,18,0,1,44.6221008300781,49026.93359375,30.0008449554443,-11.1629934310913,4.86189413070679,0.0565766803920269,12.4952964782715,4.00904846191406,0.448275864124298,296.147375011163,7.90187124161042,3820.30555555556,725.897527663665,5559421.37799631,6183621.17802703
"293",764,0,0,29,19.9620689655172,87.4827586206897,3.52392468474693,5.88012550037867,1.9248275862069,1.92152262751627,0,NA,0,0,39.4373512268066,45716.57421875,284.613006591797,-3.6992928981781,3.47397780418396,0.213918745517731,11.6058759689331,4.46236801147461,0,296.597964666586,8.14304172619428,3563.95138888889,1215.13497670277,5560194.42354078,6188892.08300274
"294",765,0,0,20,23.075,87.6666666666667,3.57529794149512,2.38015644848566,2.75666666666667,1.45097278323603,0,NA,0,0,35.1258735656738,37098.56640625,268.335723876953,-13.2412490844727,5.33726024627686,0.0783788859844208,11.5738697052002,1.30802154541016,0,296.173008831553,7.71778165519131,3582.75,1351.27385897828,5564271.6327651,6197210.91651139
"295",766,1,1,30,18.7,82,2.13903743315508,0.821484992101106,2.04,1.35478210002925,0,NA,0,1,78.6627655029297,80854.6875,695.864440917969,-9.48169136047363,3.98134970664978,0.135415002703667,12.3275537490845,0.78009033203125,0,296.988487344481,7.82224532180656,4186.38194444444,1784.14007413859,5438385.67800067,6241801.27802561
"296",767,0,0,28,16.6714285714286,79.4285714285714,1.19965724078835,1.26441881100266,1.85,1.2805698456668,1,96,1,0,71.0839004516602,74549.0859375,1386.86999511719,-0.49512180685997,3.72715449333191,0.115685485303402,11.5261678695679,5.06924438476562,0,297.18252142853,8.05118253008757,3725.66666666667,1894.80652738578,5439879.17800288,6249206.07802454
"297",768,1,0,23,17.3782608695652,78,1.15086314736052,0.874616539390379,1.69913043478261,1.30551350539841,0,NA,0,0,76.3197250366211,68557.53125,551.558837890625,-17.8265419006348,3.7979576587677,0.172325670719147,12.6247482299805,0.199470520019531,0,297.26715557736,7.76127907736436,3676.42361111111,1887.23010696667,5442928.97800031,6254771.478023
"298",769,1,1,29,18.7307692307692,92,5.05133470225873,4.41722755526132,1.81,1.85268927714971,1,129,0,1,43.642032623291,47505.890625,108.169586181641,2.31785988807678,4.84453058242798,0.0938940942287445,11.6519231796265,2.08727645874023,0,296.464999838436,7.82081202082083,3663.55555555556,1686.2637467091,5556679.94744972,6190064.11462571
"299",770,0,0,15,28.1,86,2.49110320284697,3.06475081847945,2.7,1.0149359886202,1,99,0,0,46.9084320068359,48224.68359375,216.339172363281,-7.00403594970703,2.82257866859436,0.259818971157074,11.3891477584839,5.23894500732422,0,296.615492942934,7.85859173323564,3387.75,1769.30026664962,5547343.88044686,6200188.27656604
"300",771,1,0,15,16.5,81,3.63636363636364,1.6055207379762,1.33,1.27410165284594,0,NA,0,0,55.5943145751953,70939.46875,349.866973876953,-39.5849342346191,2.90630483627319,0.395597010850906,11.3040390014648,0.357532501220703,0,297.169056355074,7.63639073856113,3422.70833333333,1612.87493337187,5449148.17800371,6245562.67802465
"301",773,1,1,20,18.5,87,6.48648648648649,NA,2.75,1.20044817927171,1,20,0,1,68.5999984741211,67238.2265625,483.749084472656,-48.6872520446777,2.05904299832582e-07,0.0880596414208412,17.4075489044189,6.40359497070312,0,296.553314253929,8.20983465232528,2718.08333333333,663.894027477488,5448729.27800338,6250760.57802436
"302",774,0,1,29,21.9275862068965,94.7586206896552,0.456046548199402,0.302114803625378,2.0051724137931,1.9085988436462,0,NA,0,0,44.829158782959,52172.58203125,120.003379821777,-3.06076073646545,3.65929651260376,0.250833749771118,13.2002811431885,2.06008529663086,0,296.542206034941,7.6878780076912,3273.21527777778,1292.94729265471,5548159.91004249,6193882.51500912
"303",775,1,1,15,18.7,90,3.20855614973262,NA,1.84,1.69407114624506,1,24,0,1,44.1985130310059,51909.65625,127.282806396484,-4.85349273681641,1.67663431167603,0.333903133869171,11.2010221481323,2.13780975341797,0,296.542206034941,7.6878780076912,3409.28472222222,1103.2859354806,5548334.87213251,6194108.02663379
"304",776,1,1,12,19.1,93,7.85340314136126,NA,1.69,1.92621594092182,1,12,0,1,41.8206253051758,43996.44140625,120.003379821777,-1.85586440563202,3.74274706840515,0.0424755699932575,13.1915111541748,5.56183624267578,0,296.427746510119,7.79426925854946,3614.78472222222,1288.48465864719,5559755.88392481,6191893.43369675
"305",778,0,0,34,18.7882352941176,82.2352941176471,2.47338760175329,2.88599426386233,1.57588235294118,1.4465762841569,0,NA,0,0,74.4941177368164,53916.9296875,123.696655273438,-5.33002328872681,4.68251991271973,0.103223614394665,11.2985286712646,9.81739807128906,0,296.877830035526,7.72018753394758,3671.72222222222,1525.21126563418,5458714.31916896,6259725.84656534
"306",779,1,1,26,19.7846153846154,NA,43.3514774494557,58.7273686060819,1.25423076923077,1.92323219623949,1,29,0,1,51.771167755127,45813.36328125,150.00422668457,-3.07644033432007,3.90754699707031,0.162908047437668,12.9838104248047,0.999439239501953,0,297.223548195579,8.29465718639513,2842.29861111111,640.340415147119,5465431.47551745,6264674.11320852
"307",780,1,1,25,19.32,86.48,2.0703933747412,2.56178030793117,1.7684,1.74111749963143,1,84,0,1,64.3272705078125,41900.8828125,218.409454345703,1.3327260017395,4.76308441162109,0.0365714393556118,11.7883701324463,1.45128631591797,0,297.390602324678,7.93540916599028,3404.97916666667,1969.76174935277,5462184.82388273,6273214.9976151
"308",781,1,1,29,19.5448275862069,85.1724137931034,3.1227946365561,3.15457413249211,1.82896551724138,1.61613536613537,1,120,0,1,53.7390022277832,34090.5859375,305.949798583984,5.94677066802979,0.402042269706726,0.0380306653678417,11.2012691497803,5.64231491088867,0,297.506921827179,8.19176394471001,3504.64583333333,1841.12221580995,5472707.31860544,6273872.5463476
"309",782,1,1,33,22.4181818181818,92.3939393939394,0.446066504460665,NA,2.2830303030303,1.45453219654476,1,48,0,1,35.7528877258301,44592.69921875,283.027404785156,-4.59541320800781,2.71273279190063,0.347534447908401,12.3431148529053,1.73491287231445,0,296.605398937664,8.14333636408015,2728.45833333333,574.741290233528,5560955.78513206,6189734.02819694
"310",783,0,0,31,19.0354838709677,86.5483870967742,3.15200813421454,1.37419266181119,1.69548387096774,1.66312456667437,0,NA,0,0,64.3912048339844,41928.7109375,1178.84619140625,-1.85629940032959,2.91758751869202,0.126147300004959,11.995903968811,4.02498626708984,0,297.192884453568,8.00176112872654,3658.35416666667,1756.06552225253,5470561.34193888,6265748.78743089
"311",784,1,1,23,27.4,98,7.66423357664234,NA,1.32,1.36764252696456,1,23,0,1,27.5875568389893,38432.6171875,216.339172363281,-16.7724533081055,2.90819787979126,0.300216108560562,15.4157657623291,1.63113975524902,0,296.493873023144,7.92449226617633,3684.63888888889,1329.21255731844,5566790.5618948,6192654.52431623
"312",785,1,1,20,14.995,93.35,17.9726575525175,NA,1.2645,1.75235219839168,1,20,0,1,52.3835220336914,47173.76953125,977.217407226562,-11.0419073104858,2.59857273101807,0.337875783443451,11.3903722763062,1.11789321899414,0,297.325727151879,8.35145690420462,3063.36111111111,937.505816195375,5465833.47800314,6262650.27801626
"313",786,0,1,42,23.4428571428571,90.8571428571429,3.74771480804388,6.78910293271996,1.28071428571429,1.37748678154361,1,175,1,0,29.5341472625732,38084.890625,453.995178222656,-1.84202373027802,2.69857978820801,0.283085256814957,10.7316617965698,3.90678596496582,0,296.489749554506,8.02056347088698,3273.99305555556,1782.86846541925,5566884.57799609,6193032.97802618
"314",787,0,0,24,20.3625,89.5416666666667,2.45549416820135,2.44981286151752,2.02625,1.78386397352505,0,NA,0,0,21.9270267486572,39878.44921875,192.099136352539,-22.701358795166,3.5802845954895,0.227891355752945,11.9300146102905,0.699258804321289,0,295.803088378906,7.79304891319335,3680.42361111111,768.516430932639,5578024.08636919,6174623.925983
"315",788,1,1,16,15.5,88,9.67741935483871,NA,2.11,1.92027559055118,1,16,0,1,47.013973236084,61336.7734375,241.874542236328,-0.405565142631531,0.859364330768585,0.329533368349075,10.8181972503662,0.564273834228516,0,296.500324367248,8.03594854802579,3417.30555555556,1789.66449282875,5546780.48013273,6180371.75997693
"316",789,0,1,6,20.6,84,7.28155339805825,NA,1.83,1.4263259490762,1,80,0,0,36.0345611572266,54569.3828125,201.25178527832,4.16094970703125,2.61284065246582,0.202401041984558,11.0703821182251,0.0706939697265625,0,296.295427260497,7.97592088129691,3875.81944444444,1241.17179943116,5559016.84537859,6173725.98607247
"317",790,1,0,20,18.3,89,2.73224043715847,3.6155002049087,2.23,2.32315462315462,0,NA,0,0,40.7981872558594,49158.359375,84.8552017211914,-2.11201071739197,5.57231616973877,0.0386760272085667,11.7604398727417,1.36631774902344,0.0344827584922314,295.847922952958,7.76213850822491,3926.48611111111,1081.15839188216,5562657.81934748,6177964.73593248
"318",791,1,0,16,21.41875,78.3125,3.47242486139481,1.91838003463742,2.381875,1.77235772357724,1,106,0,0,36.7274894714355,26394.265625,241.874542236328,-2.72648978233337,6.51154804229736,0.0225677154958248,11.7993030548096,1.68896484375,0,296.187657936332,7.6772713752149,3647.64583333333,1286.99132238667,5581215.45816517,6191129.47108607
"319",794,1,1,23,19.2739130434783,78.4347826086957,2.59418001353485,3.00075018754689,2.2304347826087,2.00777522530482,1,80,0,1,34.0808296203613,34783.8046875,90.0025329589844,-22.9013118743896,6.17143678665161,0.156869649887085,12.6360750198364,1.64817428588867,0.0344827584922314,296.315043806678,7.75776996286177,3403.02777777778,1653.06398686728,5574382.74951676,6186264.05125083
"320",796,1,1,25,20.964,88.4,2.63308528906697,2.18779564806055,2.2024,1.75813329903232,0,NA,0,1,56.5365104675293,26687.21484375,308.877593994141,-4.99171924591064,4.42511749267578,0.0722523331642151,12.0654058456421,2.28134918212891,0,297.227356092264,7.84792047293547,3261.51388888889,1777.59860795247,5494625.278,6268113.17801751
"321",797,1,1,27,19.9444444444444,84.0740740740741,2.5255338904364,2.55887521968366,1.70740740740741,1.24103431441375,1,131,0,1,50.9619560241699,21754.169921875,424.276031494141,21.093635559082,0.000947542954236269,0.260934740304947,12.443452835083,2.66833877563477,0,297.551286396227,7.87726515208827,3556.71527777778,1592.38694766493,5495105.93968108,6273735.60764278
"322",798,0,0,31,19.4,81,2.06185567010309,2.15559612413987,2.46032258064516,1.34584214134991,0,NA,0,0,72.8616790771484,58260.14453125,247.393310546875,-6.55511903762817,4.76611328125,0.0825739949941635,14.591139793396,2.28335571289062,0,297.030825409566,7.70636019758394,3479.18055555556,2106.98436824075,5464416.2745923,6249793.54502149
"323",799,0,0,20,15.7,83,2.54777070063694,2.52651278852152,1.55,1.55412698412698,0,NA,0,0,66.1150436401367,65451.15234375,1194.77209472656,-5.90414094924927,2.72658324241638,0.185297563672066,10.4264450073242,5.56622314453125,0,297.077159588154,7.76073589449027,3529.08333333333,1905.11964090286,5465434.59046759,6240057.12352506
"324",800,1,0,23,20.3695652173913,82.4347826086957,3.2230522945571,2.25206611570248,2.13565217391304,1.55381638951587,0,NA,0,0,73.653205871582,63101.359375,480.950134277344,-1.12316024303436,3.30790662765503,0.0188221465796232,11.4089365005493,3.99065399169922,0,297.125198972806,7.73856856208245,3634.88194444444,2034.01698219743,5464559.01012268,6243548.29512985
"326",802,1,1,28,16.9,80,2.36686390532544,2.42620653411579,1.8,1.48332227016263,0,NA,0,1,71.8827133178711,55472.93359375,0,-7.90660762786865,4.5404896736145,0.0339975394308567,12.5795116424561,2.31059265136719,1.93103456497192,296.913068953415,7.9378604218403,4098.04166666667,1345.22087444737,5468910.53782881,6249807.78623401
"327",803,1,1,9,14.2,83,11.2676056338028,NA,2.26,1.7546977124183,0,NA,0,1,28.96457862854,60667.8671875,42.4276008605957,-6.80089950561523,6.76643896102905,0.0331196859478951,21.7185974121094,-0.000616073608398438,0.206896558403969,295.884506382893,7.58753100133989,3623.26388888889,934.661413479613,5554607.05157225,6169441.82385428
"328",804,1,0,35,19.0942857142857,89.5714285714286,3.14230136166392,2.01573023124382,2.46371428571429,1.23938467772528,0,NA,1,0,34.1613693237305,65293.59375,0,-15.5446653366089,4.91257476806641,0.0870422199368477,18.4935626983643,0.0317764282226562,1.8965517282486,296.184572473036,7.92673409541697,3473.51388888889,838.189924453939,5548924.39313411,6169473.63010753
"329",805,1,1,28,13.7285714285714,69.5714285714286,1.45681581685744,1.18535118240255,2.29714285714286,1.57273480259205,0,NA,0,1,73.7513046264648,60701.6953125,0,-3.91022229194641,4.86209583282471,0.0538545809686184,15.7896957397461,0.00881195068359375,2,297.067304698287,7.68543395894087,3453.39583333333,2012.78654987734,5462168.17799803,6248518.07802404
"330",806,0,1,27,20.7074074074074,87.962962962963,1.93167590770882,1.4003294892916,1.66407407407407,1.49733924109872,0,NA,0,0,63.356819152832,53358.58203125,429.546722412109,8.86521625518799,5.60957384109497,0.0666378661990166,10.997917175293,8.46835708618164,0,297.139734874052,7.93674655749214,3463.59722222222,1499.76940101337,5478914.87799781,6245630.17802463
"331",807,1,1,29,20.3620689655172,81.5172413793103,3.20067739204064,3.39951047049225,1.78862068965517,1.78299554525803,0,NA,0,1,49.5106353759766,39549.7265625,270.007598876953,-2.46375250816345,2.90330219268799,0.277627050876617,12.0272178649902,2.42957305908203,0,297.003563859852,7.77925674582983,3935.35416666667,1794.15899408788,5499789.97800166,6245618.17802215
"332",808,1,0,34,NA,NA,NA,2.74076893795204,2.48352941176471,2.93698811335798,1,0,0,0,64.2690200805664,44752.984375,67.0839309692383,-2.74832940101624,3.70647430419922,0.141395896673203,11.9120264053345,2.19633102416992,0.0689655169844627,296.902477748274,7.7900926163528,3393.56944444444,1948.93422426935,5485833.07800054,6250856.57802007
"333",809,0,0,26,18.65,80.5,3.75335120643432,2.63493412664683,1.91,1.8226437462952,0,NA,0,0,60.6916084289551,42051.74609375,466.70361328125,2.5548050403595,3.71439743041992,0.165790617465973,11.7982807159424,5.21835708618164,0,297.015249436901,7.839232565895,3634.77777777778,1835.2538264814,5484145.6779977,6256301.37801885
"334",811,1,1,25,16.804,86.72,9.09307307783861,NA,1.7072,0.345461227489893,1,25,0,1,44.7678146362305,34040.703125,474.355010986328,-0.874529421329498,4.59626960754395,0.120802901685238,12.7511825561523,1.82447814941406,0,296.791558972527,7.91306858292327,3854.1875,832.538043556288,5497220.57800132,6254926.97802428
"335",812,1,1,30,16.59,79.0333333333333,0.602772754671489,1.08810108810109,1.80333333333333,1.45352867772797,0,NA,0,1,63.9861450195312,44720.70703125,361.258026123047,-7.71383666992188,3.92533159255981,0.137367784976959,12.6185960769653,1.21235275268555,0,296.902477748274,7.7900926163528,3236.30555555556,1915.80394590098,5486305.077997,6250421.57802093
"336",813,0,0,20,19.8,77,0.505050505050505,1.68350168350168,1.96,1.92592592592593,0,NA,0,0,51.8767127990723,27699.03515625,725.623657226562,3.22212743759155,3.68417620658875,0.18973782658577,11.7811222076416,1.94104766845703,0,297.188029524859,7.79169975463633,3209.34027777778,1763.4897386224,5499306.07800299,6261498.27801893
"337",814,0,1,16,19.3,83.9,3.10880829015544,1.69353193225872,1.88,1.88752153581098,1,100,0,0,45.5986404418945,20330.416015625,94.8710021972656,-7.74524307250977,4.7177619934082,0.0580469407141209,13.6407508850098,2.83253479003906,0,297.49778725053,7.90676171614452,3156.96527777778,1690.21358112958,5502838.93423409,6268451.31136785
"338",817,0,1,16,16.4,74,2.4390243902439,2.95363192650014,2.04,1.97548271216884,1,117,0,0,45.509090423584,20594.875,60.0016899108887,0.0405446030199528,3.96266388893127,0.0650555342435837,13.4810571670532,4.50648880004883,0.172413796186447,297.615205607695,8.23839140679992,3480.55555555556,1242.92975445693,5508569.078002,6262721.27801562
"339",818,0,1,25,18.96,81.4,3.37552742616034,3.68558382257012,1.906,1.84553423359394,1,88,0,0,45.108039855957,22307.923828125,416.785064697266,-9.69474315643311,1.92965805530548,0.411006033420563,9.91539001464844,6.13105773925781,0,297.484941594741,7.9896958741677,3485.66666666667,1407.58679072609,5508193.23919752,6260777.60435894
"340",819,0,1,23,14.495652173913,76,30.9838032393521,NA,1.00826086956522,2.60168717095393,1,23,0,0,34.4032249450684,24060.47265625,174.933486938477,-3.64816951751709,2.93941068649292,0.290334731340408,13.0692567825317,0.939289093017578,0,297.367440795898,7.9783395042584,3246.69444444444,1200.53219129957,5507955.12206787,6258772.27759696
"341",820,0,1,18,9.7,67,20.6185567010309,NA,2.06,2.35360520094563,1,30,0,0,33.0746994018555,25057.333984375,268.335723876953,-7.46277284622192,4.83921051025391,0.139098227024078,12.9984092712402,0.610549926757812,0,297.49900263006,8.27672207851151,3249.45833333333,607.910555104115,5507735.70338725,6257735.24754053
"342",821,0,1,18,18.7,78,3.74331550802139,2.69886363636364,1.79,1.86501377410468,0,NA,0,0,34.9567184448242,12123.9423828125,0,-2.54773139953613,5.77534437179565,0.0242012944072485,11.9940013885498,1.70353698730469,1.58620691299438,297.319354597075,8.03155848109518,3399.36111111111,1594.60826068678,5517028.11647222,6267264.01540812
"343",822,0,1,18,19,74,1.05263157894737,1.60368217054264,1.81,1.49856733524355,1,78,0,0,27.1469879150391,12430.3828125,582.511047363281,-12.2067012786865,2.83619809150696,0.34569588303566,10.3389673233032,5.45611953735352,0,297.34518522507,7.66062109732288,3062.1875,1864.49874764842,5525523.8779971,6260808.27802503
"344",823,0,0,28,16.1285714285714,84.7142857142857,1.01860053144376,1.28205128205128,1.56357142857143,1.88517745302714,0,NA,0,0,31.1872138977051,7023.017578125,323.118988037109,8.60505676269531,3.03121066093445,0.216921985149384,11.7231521606445,4.92497444152832,0,297.074478306259,7.98990749282923,4174.00694444444,1220.06386108526,5530536.46787619,6262869.80087489
"345",824,0,1,33,14.9818181818182,93.7272727272727,1.69902912621359,1.83823529411765,0.952727272727273,1.84011843079201,0,NA,0,0,10.0338983535767,1983.68896484375,502.905822753906,-161.026733398438,0.678554654121399,0.423441588878632,10.3811721801758,-0.153024673461914,0,296.887057437031,7.69930199460223,4040.13194444444,906.543587576027,5542233.23760542,6260903.35249127
"346",825,0,1,25,18.708,78.72,2.1381227282446,1.32419011586663,2.2876,1.6682830501741,0,NA,0,0,55.0385322570801,41197.05859375,379.484008789062,-0.118095256388187,3.72523307800293,0.108787648379803,11.3919992446899,3.36956405639648,0,296.945625765861,7.73400093869332,3178.21527777778,1700.04937058378,5503401.37800412,6241142.77802386
"347",826,0,1,17,20.9,88,1.43540669856459,1.63558349972386,2.19,1.60392239339608,0,NA,0,0,52.0378379821777,38682.86328125,1116.49914550781,4.69073677062988,1.84410190582275,0.509561896324158,9.41297149658203,12.8634071350098,0,297.096041613175,7.79996076361827,3105.77083333333,2060.54906702192,5508786.07800257,6238356.87802135
"348",827,0,1,14,19.2,83,2.08333333333333,1.72413793103448,1.84,1.6031746031746,0,NA,0,0,21.8944091796875,31752.248046875,201.25178527832,21.5332527160645,0.133716061711311,1.40757727622986,8.78347587585449,8.08012962341309,0,296.933540501777,7.58855947309683,4092.76388888889,1300.73626265303,5520425.07800397,6237458.37801856
"349",828,0,1,28,17.2,82,2.32558139534884,1.6686945941248,1.64,1.79445015416238,1,105,0,0,27.5439567565918,15755.2724609375,657.969909667969,-49.5867958068848,1.72926986217499,0.474383473396301,11.1426258087158,10.7735176086426,0,297.341911854463,7.79524804490571,3594.24305555556,1619.95338034676,5525896.87800445,6253584.97802673
"350",829,0,1,35,21.9714285714286,80.5714285714286,1.43042912873862,1.54798761609907,2.53857142857143,1.90441176470588,0,NA,0,0,49.2640190124512,32326.841796875,240.006759643555,0.367675751447678,5.78279304504395,0.0549350194633007,14.0150289535522,5.25626373291016,0,296.943705884148,7.82662235174286,3281.38194444444,1845.65148729083,5502989.37800016,6252181.47801968
"351",830,0,1,29,17.9827586206897,79.8620689655172,2.83796740172579,2.58064516129032,1.7251724137931,1.84606893168159,0,NA,0,0,48.1229705810547,28061.890625,417.863433837891,-11.1168918609619,3.96315574645996,0.123422518372536,14.6197090148926,1.05976867675781,0,297.213392589648,7.8458503931374,3150.34722222222,1453.77085909763,5510054.07800044,6252926.47802286
"352",831,0,1,31,20.3870967741935,84,2.45253164556962,2.00937709310114,2.24161290322581,2.02663914907128,0,NA,0,0,43.736572265625,31118.1796875,560.462036132812,1.32047128677368,2.1620306968689,0.430518537759781,10.0201683044434,2.32607269287109,0,297.183013420161,7.81923290026027,3678.50694444444,1542.08130628582,5511277.47799968,6247531.17801693
"353",833,0,1,14,19.9,87,2.01005025125628,1.41342756183746,1.88,1.36363636363636,0,NA,0,0,32.3121681213379,33308.71875,1120.12084960938,-1.23306667804718,1.60115146636963,0.563002586364746,10.1713800430298,7.57502365112305,0,297.256176353903,7.75302367726233,3804.46527777778,1487.71785576646,5512312.47799761,6242457.27802174
"354",834,0,1,27,17.4555555555556,86.5555555555556,2.2915340547422,1.44927536231884,1.65444444444444,2.01951219512195,0,NA,0,0,23.2014217376709,21837.853515625,794.314514160156,-5.4616060256958,2.86965417861938,0.379769831895828,12.0266551971436,4.39664077758789,0,297.184624695813,7.65216825444399,3569.0625,1759.47646861755,5522966.97799551,6247941.57801959
"355",835,0,1,23,19.6521739130435,83,2.25663716814159,3.31925165962583,2.03826086956522,1.85006435006435,1,95,0,0,31.819314956665,11896.763671875,469.587493896484,-25.8661727905273,3.364018201828,0.0964545980095863,16.6723728179932,-0.135795593261719,0,297.201958907278,7.97931427089324,3505.9375,1393.1035946537,5542660.67800142,6248672.07802132
"356",836,0,1,30,19.72,94.5333333333333,1.01419878296146,2.14302628463178,1.854,2.01193383403216,1,85,0,0,42.8145523071289,20667.251953125,1171.57043457031,4.38184690475464,2.81940388679504,0.165860399603844,10.8359975814819,11.0595550537109,0,296.918914794922,7.61104974975784,3411.29166666667,1803.27302609543,5539370.77800294,6240419.77802184
"357",838,1,0,22,13.6,94,1.47058823529412,5.81364481019379,1.64,1.80065359477124,0,NA,1,0,97.334098815918,131014.7890625,997.274291992188,-10.2359132766724,2.85555267333984,0.275825053453445,11.8060626983643,1.59134674072266,0,296.760941673728,7.15603325785179,3321.41666666667,2129.06432549557,5369595.67800066,6239871.87802337
"359",841,0,0,26,18.7192307692308,79.4230769230769,0.534209985617423,0.510204081632653,1.93576923076923,1.18745739604635,0,NA,0,0,100.867881774902,124123.96875,902.023193359375,-4.1007604598999,5.57014179229736,0.057161059230566,12.291672706604,1.55045318603516,0,296.689189658074,6.87368982632204,3231.65972222222,2143.47869067722,5379084.27799749,6239465.37801992
"360",842,1,1,23,13.5869565217391,78.4347826086957,1.472,21.4007782101167,1.61478260869565,1.49258028792913,1,60,1,1,91.4399108886719,117255.78125,318.913360595703,-3.67479395866394,3.03525924682617,0.233374580740929,11.7706279754639,-0.542572021484375,0,296.759677473051,7.4734325173325,3782.69444444444,1861.76665208669,5377168.87800298,6252522.47802301
