"","mukey","musym","comppct_r","hzname","hzdept_r","hzdepb_r","claytotal_r","om_r","cec7_r"
"475",1150456,1580,8,"Bk",33,71,25,0.8,18.7
"476",1150456,1580,8,"C",71,200,21,0.5,15.4
"477",1150456,1580,4,"A",0,20,20,2,16.3
"478",1150456,1580,4,"Bw",20,48,24,0.9,16.9
"479",1150456,1580,4,"Bk",48,200,20,0.5,14
"480",1150456,1580,0,"Ap",0,15,34,2.2,26.9
"481",1150456,1580,0,"Bt1",15,70,42,1.5,31.8
"482",1150456,1580,0,"Bt2",70,132,35,0.8,26.6
"483",1150456,1580,0,"C",132,200,28,0.6,20.4
"484",1150511,1580,88,"A",0,13,21,1.25,15.2
"485",1150511,1580,88,"AC",13,51,21,0.75,14.2
"486",1150511,1580,88,"C",51,200,21,0.3,12.9
"487",1150511,1580,8,"Ap",0,16,21,3,17.3
"488",1150511,1580,8,"A",16,33,21,2,17
"489",1150511,1580,8,"Bk",33,71,25,0.8,18.7
"490",1150511,1580,8,"C",71,200,21,0.5,15.4
"491",1150511,1580,4,"A",0,20,20,2,16.3
"492",1150511,1580,4,"Bw",20,48,24,0.9,16.9
"493",1150511,1580,4,"Bk",48,200,20,0.5,14
"494",1150511,1580,0,"Ap",0,15,34,2.2,26.9
"495",1150511,1580,0,"Bt1",15,70,42,1.5,31.8
"496",1150511,1580,0,"Bt2",70,132,35,0.8,26.6
"497",1150511,1580,0,"C",132,200,28,0.6,20.4
"498",1150570,1580,88,"A",0,13,21,1.25,15.2
"499",1150570,1580,88,"AC",13,51,21,0.75,14.2
"500",1150570,1580,88,"C",51,200,21,0.3,12.9
"501",1150570,1580,8,"Ap",0,16,21,3,17.3
"502",1150570,1580,8,"A",16,33,21,2,17
"503",1150570,1580,8,"Bk",33,71,25,0.8,18.7
"504",1150570,1580,8,"C",71,200,21,0.5,15.4
"505",1150570,1580,4,"A",0,20,20,2,16.3
"506",1150570,1580,4,"Bw",20,48,24,0.9,16.9
"507",1150570,1580,4,"Bk",48,200,20,0.5,14
"508",1150570,1580,0,"Ap",0,15,34,2.2,26.9
"509",1150570,1580,0,"Bt1",15,70,42,1.5,31.8
"510",1150570,1580,0,"Bt2",70,132,35,0.8,26.6
"511",1150570,1580,0,"C",132,200,28,0.6,20.4
"512",1150663,1580,88,"A",0,13,21,1.25,15.2
"513",1150663,1580,88,"AC",13,51,21,0.75,14.2
"514",1150663,1580,88,"C",51,200,21,0.3,12.9
"515",1150663,1580,8,"Ap",0,16,21,3,17.3
"516",1150663,1580,8,"A",16,33,21,2,17
"517",1150663,1580,8,"Bk",33,71,25,0.8,18.7
"518",1150663,1580,8,"C",71,200,21,0.5,15.4
"519",1150663,1580,4,"A",0,20,20,2,16.3
"520",1150663,1580,4,"Bw",20,48,24,0.9,16.9
"521",1150663,1580,4,"Bk",48,200,20,0.5,14
"522",1150663,1580,0,"Ap",0,15,34,2.2,26.9
"523",1150663,1580,0,"Bt1",15,70,42,1.5,31.8
"524",1150663,1580,0,"Bt2",70,132,35,0.8,26.6
"525",1150663,1580,0,"C",132,200,28,0.6,20.4
"526",1151974,1580,88,"A",0,13,21,1.25,15.2
"527",1151974,1580,88,"AC",13,51,21,0.75,14.2
"528",1151974,1580,88,"C",51,200,21,0.3,12.9
"529",1151974,1580,8,"Ap",0,16,21,3,17.3
"530",1151974,1580,8,"A",16,33,21,2,17
"531",1151974,1580,8,"Bk",33,71,25,0.8,18.7
"532",1151974,1580,8,"C",71,200,21,0.5,15.4
"533",1151974,1580,4,"A",0,20,20,2,16.3
"534",1151974,1580,4,"Bw",20,48,24,0.9,16.9
"535",1151974,1580,4,"Bk",48,200,20,0.5,14
"536",1151974,1580,0,"Ap",0,15,34,2.2,26.9
"537",1151974,1580,0,"Bt1",15,70,42,1.5,31.8
"538",1151974,1580,0,"Bt2",70,132,35,0.8,26.6
"539",1151974,1580,0,"C",132,200,28,0.6,20.4
"540",1152014,1580,88,"A",0,13,21,1.25,15.2
"541",1152014,1580,88,"AC",13,51,21,0.75,14.2
"542",1152014,1580,88,"C",51,200,21,0.3,12.9
"543",1152014,1580,8,"Ap",0,16,21,3,17.3
"544",1152014,1580,8,"A",16,33,21,2,17
"545",1152014,1580,8,"Bk",33,71,25,0.8,18.7
"546",1152014,1580,8,"C",71,200,21,0.5,15.4
"547",1152014,1580,4,"A",0,20,20,2,16.3
"548",1152014,1580,4,"Bw",20,48,24,0.9,16.9
"549",1152014,1580,4,"Bk",48,200,20,0.5,14
"550",1152014,1580,0,"Ap",0,15,34,2.2,26.9
"551",1152014,1580,0,"Bt1",15,70,42,1.5,31.8
"552",1152014,1580,0,"Bt2",70,132,35,0.8,26.6
"553",1152014,1580,0,"C",132,200,28,0.6,20.4
"554",772975,1581,95,"A",0,15,21,1.25,16
"555",772975,1581,95,"C",15,200,21,0.5,13.2
"556",772975,1581,2,"A",0,20,21,1.5,16.1
"557",772975,1581,2,"A",0,19,18,2,14.7
"558",772975,1581,2,"Bw",19,64,26,0.8,17.9
"559",772975,1581,2,"Bw",20,36,26,0.9,14.3
"560",772975,1581,2,"Bk",36,61,26,0.5,9.4
"561",772975,1581,2,"R",61,200,NA,NA,NA
"562",772975,1581,2,"C",64,200,22,0.5,14.7
"563",772975,1581,1,"A1",0,16,21,3,17.3
"564",772975,1581,1,"A2",16,33,21,2,17
"565",772975,1581,1,"Bk",33,71,25,0.8,18.7
"566",772975,1581,1,"C",71,200,21,0.5,15.4
"567",772975,1581,0,"Ap",0,15,34,2.2,26.9
"568",772975,1581,0,"Bt1",15,70,42,1.5,31.8
"569",772975,1581,0,"Bt2",70,132,35,0.8,26.6
"570",772975,1581,0,"C",132,200,28,0.6,20.4
"571",1150569,1581,95,"A",0,15,21,1.25,16
"572",1150569,1581,95,"C",15,200,21,0.5,13.2
"573",1150569,1581,2,"A",0,20,21,1.5,16.1
"574",1150569,1581,2,"A",0,19,18,2,14.7
"575",1150569,1581,2,"Bw",19,64,26,0.8,17.9
"576",1150569,1581,2,"Bw",20,36,26,0.9,14.3
"577",1150569,1581,2,"Bk",36,61,26,0.5,9.4
"578",1150569,1581,2,"R",61,200,NA,NA,NA
"579",1150569,1581,2,"C",64,200,22,0.5,14.7
"580",1150569,1581,1,"A1",0,16,21,3,17.3
"581",1150569,1581,1,"A2",16,33,21,2,17
"582",1150569,1581,1,"Bk",33,71,25,0.8,18.7
"583",1150569,1581,1,"C",71,200,21,0.5,15.4
"584",1150569,1581,0,"Ap",0,15,34,2.2,26.9
"585",1150569,1581,0,"Bt1",15,70,42,1.5,31.8
"586",1150569,1581,0,"Bt2",70,132,35,0.8,26.6
"587",1150569,1581,0,"C",132,200,28,0.6,20.4
"588",1699253,1586,100,"A",0,15,17.5,1.5,12.5
"589",1699253,1586,100,"Bwb",15,112,26.5,1.5,20
"590",1699253,1586,100,"C",112,152,23,1.25,20
"591",2219341,1586,100,"A",0,15,17.5,1.5,12.5
"592",2219341,1586,100,"Bwb",15,112,26.5,1.5,20
"593",2219341,1586,100,"C",112,152,23,1.25,20
"594",1699251,1588,99,"A",0,20,17.5,1.5,12.5
"595",1699251,1588,99,"Bwb",20,112,26.5,1.5,20
"596",1699251,1588,99,"C",112,152,23,1.25,20
"597",1699251,1588,1,"A",0,13,29,3,23.5
"598",1699251,1588,1,"Bt",13,117,33.5,2,24.5
"599",1699251,1588,1,"C",117,203,28.5,0.75,20.5
"600",1699298,1588,99,"A",0,41,17.5,1.5,12.5
"601",1699298,1588,99,"Bw",41,66,26.5,1.25,22.5
"602",1699298,1588,99,"BCk",66,152,19,0.25,10
"603",1699298,1588,1,"A",0,203,NA,NA,NA
"604",2219342,1588,99,"A",0,20,17.5,1.5,12.5
"605",2219342,1588,99,"Bwb",20,112,26.5,1.5,20
"606",2219342,1588,99,"C",112,152,23,1.25,20
"607",2219342,1588,1,"A",0,13,29,3,23.5
"608",2219342,1588,1,"Bt",13,117,33.5,2,24.5
"609",2219342,1588,1,"C",117,203,28.5,0.75,20.5
"610",1699252,1589,99,"A",0,18,17.5,1.5,12.5
"611",1699252,1589,99,"Bwb",18,112,26.5,1.5,20
"612",1699252,1589,99,"C",112,152,23,1.25,20
"613",1699252,1589,1,"A",0,13,29,3,23.5
"614",1699252,1589,1,"Bt",13,117,33.5,2,24.5
"615",1699252,1589,1,"C",117,203,28.5,0.75,20.5
"616",2219343,1589,99,"A",0,18,17.5,1.5,12.5
"617",2219343,1589,99,"Bwb",18,112,26.5,1.5,20
"618",2219343,1589,99,"C",112,152,23,1.25,20
"619",2219343,1589,1,"A",0,13,29,3,23.5
"620",2219343,1589,1,"Bt",13,117,33.5,2,24.5
"621",2219343,1589,1,"C",117,203,28.5,0.75,20.5
"622",2219744,1589,99,"A",0,18,17.5,1.5,12.5
"623",2219744,1589,99,"Bwb",18,112,26.5,1.5,20
"624",2219744,1589,99,"C",112,152,23,1.25,20
"625",2219744,1589,1,"A",0,13,29,3,23.5
"626",2219744,1589,1,"Bt",13,117,33.5,2,24.5
"627",2219744,1589,1,"C",117,203,28.5,0.75,20.5
"628",2228854,1589,99,"A",0,18,17.5,1.5,12.5
"629",2228854,1589,99,"Bwb",18,112,26.5,1.5,20
"630",2228854,1589,99,"C",112,152,23,1.25,20
"631",2228854,1589,1,"A",0,13,29,3,23.5
"632",2228854,1589,1,"Bt",13,117,33.5,2,24.5
"633",2228854,1589,1,"C",117,203,28.5,0.75,20.5
"634",1699274,1593,50,"Ak",0,18,18.5,1.5,14
"635",1699274,1593,50,"An",0,25,18.5,3,16
"636",1699274,1593,50,"Ckn1",18,112,7.5,0.25,7.5
"637",1699274,1593,50,"Cng1",25,84,11.5,1.25,9.5
"638",1699274,1593,50,"Cg2",84,152,2.5,0.25,2
"639",1699274,1593,50,"Cng2",112,152,2.5,0.25,5
"640",2219064,1593,50,"Ak",0,18,18.5,1.5,14
"641",2219064,1593,50,"An",0,25,18.5,3,16
"642",2219064,1593,50,"Ckn1",18,112,7.5,0.25,7.5
"643",2219064,1593,50,"Cng1",25,84,11.5,1.25,9.5
"644",2219064,1593,50,"Cg2",84,152,2.5,0.25,2
"645",2219064,1593,50,"Cng2",112,152,2.5,0.25,5
"646",1150664,1595,100,"A",0,15,8.5,2,5
"647",1150664,1595,100,"AC",15,41,6,1,3
"648",1150664,1595,100,"2C",41,152,1.5,0.5,1
"649",1150512,1598,100,"A",0,13,5.5,2,4
"650",1150512,1598,100,"C",13,152,4.5,0.75,2.5
"651",1150513,1603,55,"A",0,23,21,2,12
"652",1150513,1603,55,"B",23,51,26.5,0.75,14
"653",1150513,1603,55,"C",51,152,26.5,0.25,14
"654",1150513,1603,45,"A",0,8,21,1.25,12
"655",1150513,1603,45,"C",8,152,26.5,0.5,14
"656",1150666,1603,55,"A",0,23,21,2,12
"657",1150666,1603,55,"B",23,51,26.5,0.75,14
"658",1150666,1603,55,"C",51,152,26.5,0.25,14
"659",1150666,1603,45,"A",0,8,21,1.25,12
"660",1150666,1603,45,"C",8,152,26.5,0.5,14
"661",1150842,1603,55,"A",0,23,21,2,12
"662",1150842,1603,55,"B",23,51,26.5,0.75,14
"663",1150842,1603,55,"C",51,152,26.5,0.25,14
"664",1150842,1603,45,"A",0,8,21,1.25,12
"665",1150842,1603,45,"C",8,152,26.5,0.5,14
"666",1150514,1604,100,"A",0,38,21,2,12
"667",1150514,1604,100,"B",38,58,26.5,0.75,14
"668",1150514,1604,100,"C",58,152,26.5,0.25,14
"669",1150515,1605,100,"A",0,38,21,2,12
"670",1150515,1605,100,"B",38,58,26.5,0.75,14
"671",1150515,1605,100,"C",58,152,26.5,0.25,14
"672",1150667,1605,100,"A",0,23,21,2,12
"673",1150667,1605,100,"B",23,51,26.5,0.75,14
"674",1150667,1605,100,"C",51,152,26.5,0.25,14
"675",1150843,1605,100,"A",0,23,21,2,12
"676",1150843,1605,100,"B",23,51,26.5,0.75,14
"677",1150843,1605,100,"C",51,152,26.5,0.25,14
"678",1152017,1605,100,"A",0,41,21,1.5,12
"679",1152017,1605,100,"Bk",41,71,28,0.5,14
"680",1152017,1605,100,"C",71,152,28,0.3,14
"681",1150516,1606,100,"A",0,38,21,2,12
"682",1150516,1606,100,"B",38,58,26.5,0.75,14
"683",1150516,1606,100,"C",58,152,26.5,0.25,14
"684",1150668,1606,100,"A",0,23,21,2,12
"685",1150668,1606,100,"Bk",23,51,26.5,1.5,14
"686",1150668,1606,100,"C",51,152,26.5,0.5,14
"687",1150844,1606,100,"A",0,23,21,2,12
"688",1150844,1606,100,"Bk",23,51,26.5,1.5,14
"689",1150844,1606,100,"C",51,152,26.5,0.5,14
"690",1152018,1606,100,"A",0,23,21,2,12
"691",1152018,1606,100,"Bk",23,51,26.5,1.5,14
"692",1152018,1606,100,"C",51,152,26.5,0.5,14
"693",1150517,1607,100,"A",0,38,21,2,12
"694",1150517,1607,100,"B",38,58,26.5,0.75,14
"695",1150517,1607,100,"C",58,152,26.5,0.25,14
"696",1699306,1615,50,"Ap",0,25,18,2,15.5
"697",1699306,1615,50,"Bt1",25,42,24,1.5,19.9
"698",1699306,1615,50,"Bt2",42,61,24,0.8,18.7
"699",1699306,1615,50,"C",61,200,14,0.3,9.2
"700",1699306,1615,48,"Ap",0,15,17,2.5,14.9
"701",1699306,1615,48,"A",15,41,17,2.5,14.9
"702",1699306,1615,48,"Bw",41,66,23,1.25,19
"703",1699306,1615,48,"Bk",66,200,23,0.5,16.9
"704",1699306,1615,2,"Ap",0,13,35,3,27.8
"705",1699306,1615,2,"Bt1",13,23,41,2,31.4
"706",1699306,1615,2,"Bt2",23,97,45,1.5,33.8
"707",1699306,1615,2,"Bw",97,137,35,0.8,26.6
"708",1699306,1615,2,"C",137,200,25,0.3,19.3
"709",2219065,1615,50,"Ap",0,25,18,2,15.5
"710",2219065,1615,50,"Bt1",25,42,24,1.5,19.9
"711",2219065,1615,50,"Bt2",42,61,24,0.8,18.7
"712",2219065,1615,50,"C",61,200,14,0.3,9.2
"713",2219065,1615,48,"Ap",0,15,17,2.5,14.9
"714",2219065,1615,48,"A",15,41,17,2.5,14.9
"715",2219065,1615,48,"Bw",41,66,23,1.25,19
"716",2219065,1615,48,"Bk",66,200,23,0.5,16.9
"717",2219065,1615,2,"Ap",0,13,35,3,27.8
"718",2219065,1615,2,"Bt1",13,23,41,2,31.4
"719",2219065,1615,2,"Bt2",23,97,45,1.5,33.8
"720",2219065,1615,2,"Bw",97,137,35,0.8,26.6
"721",2219065,1615,2,"C",137,200,25,0.3,19.3
"722",772981,1619,95,"Ap",0,25,21,2,17.8
"723",772981,1619,95,"Bt1",25,42,28,1.5,22.8
"724",772981,1619,95,"Bt2",42,56,28,0.8,21.6
"725",772981,1619,95,"Bk",56,200,15,0.5,9.4
"726",772981,1619,3,"Ap",0,13,35,3,27.8
"727",772981,1619,3,"Bt1",13,23,41,2,31.4
"728",772981,1619,3,"Bt2",23,97,45,1.5,33.8
"729",772981,1619,3,"Bw",97,137,35,0.8,26.6
"730",772981,1619,3,"C",137,200,25,0.3,19.3
"731",772981,1619,2,"Ap",0,23,32,2.4,25.4
"732",772981,1619,2,"Bt1",23,102,41,1.6,31
"733",772981,1619,2,"Bt2",102,137,43,0.6,31
"734",772981,1619,2,"Bk",137,200,26,0.3,21.1
"735",1149998,1619,95,"Ap",0,25,21,2,17.8
"736",1149998,1619,95,"Bt1",25,42,28,1.5,22.8
"737",1149998,1619,95,"Bt2",42,56,28,0.8,21.6
"738",1149998,1619,95,"Bk",56,200,15,0.5,9.4
"739",1149998,1619,3,"Ap",0,13,35,3,27.8
"740",1149998,1619,3,"Bt1",13,23,41,2,31.4
"741",1149998,1619,3,"Bt2",23,97,45,1.5,33.8
"742",1149998,1619,3,"Bw",97,137,35,0.8,26.6
"743",1149998,1619,3,"C",137,200,25,0.3,19.3
"744",1149998,1619,2,"Ap",0,23,32,2.4,25.4
"745",1149998,1619,2,"Bt1",23,102,41,1.6,31
"746",1149998,1619,2,"Bt2",102,137,43,0.6,31
"747",1149998,1619,2,"Bk",137,200,26,0.3,21.1
"748",1150460,1619,95,"Ap",0,25,21,2,17.8
"749",1150460,1619,95,"Bt1",25,42,28,1.5,22.8
"750",1150460,1619,95,"Bt2",42,56,28,0.8,21.6
"751",1150460,1619,95,"Bk",56,200,15,0.5,9.4
"752",1150460,1619,3,"Ap",0,13,35,3,27.8
"753",1150460,1619,3,"Bt1",13,23,41,2,31.4
"754",1150460,1619,3,"Bt2",23,97,45,1.5,33.8
"755",1150460,1619,3,"Bw",97,137,35,0.8,26.6
"756",1150460,1619,3,"C",137,200,25,0.3,19.3
"757",1150460,1619,2,"Ap",0,23,32,2.4,25.4
"758",1150460,1619,2,"Bt1",23,102,41,1.6,31
"759",1150460,1619,2,"Bt2",102,137,43,0.6,31
"760",1150460,1619,2,"Bk",137,200,26,0.3,21.1
"761",1150521,1619,95,"Ap",0,25,21,2,17.8
"762",1150521,1619,95,"Bt1",25,42,28,1.5,22.8
"763",1150521,1619,95,"Bt2",42,56,28,0.8,21.6
"764",1150521,1619,95,"Bk",56,200,15,0.5,9.4
"765",1150521,1619,3,"Ap",0,13,35,3,27.8
"766",1150521,1619,3,"Bt1",13,23,41,2,31.4
"767",1150521,1619,3,"Bt2",23,97,45,1.5,33.8
"768",1150521,1619,3,"Bw",97,137,35,0.8,26.6
"769",1150521,1619,3,"C",137,200,25,0.3,19.3
"770",1150521,1619,2,"Ap",0,23,32,2.4,25.4
"771",1150521,1619,2,"Bt1",23,102,41,1.6,31
"772",1150521,1619,2,"Bt2",102,137,43,0.6,31
"773",1150521,1619,2,"Bk",137,200,26,0.3,21.1
"774",1150678,1619,95,"Ap",0,25,21,2,17.8
"775",1150678,1619,95,"Bt1",25,42,28,1.5,22.8
"776",1150678,1619,95,"Bt2",42,56,28,0.8,21.6
"777",1150678,1619,95,"Bk",56,200,15,0.5,9.4
"778",1150678,1619,3,"Ap",0,13,35,3,27.8
"779",1150678,1619,3,"Bt1",13,23,41,2,31.4
"780",1150678,1619,3,"Bt2",23,97,45,1.5,33.8
"781",1150678,1619,3,"Bw",97,137,35,0.8,26.6
"782",1150678,1619,3,"C",137,200,25,0.3,19.3
"783",1150678,1619,2,"Ap",0,23,32,2.4,25.4
"784",1150678,1619,2,"Bt1",23,102,41,1.6,31
"785",1150678,1619,2,"Bt2",102,137,43,0.6,31
"786",1150678,1619,2,"Bk",137,200,26,0.3,21.1
"787",1151979,1619,95,"Ap",0,25,21,2,17.8
"788",1151979,1619,95,"Bt1",25,42,28,1.5,22.8
"789",1151979,1619,95,"Bt2",42,56,28,0.8,21.6
"790",1151979,1619,95,"Bk",56,200,15,0.5,9.4
"791",1151979,1619,3,"Ap",0,13,35,3,27.8
"792",1151979,1619,3,"Bt1",13,23,41,2,31.4
"793",1151979,1619,3,"Bt2",23,97,45,1.5,33.8
"794",1151979,1619,3,"Bw",97,137,35,0.8,26.6
"795",1151979,1619,3,"C",137,200,25,0.3,19.3
"796",1151979,1619,2,"Ap",0,23,32,2.4,25.4
"797",1151979,1619,2,"Bt1",23,102,41,1.6,31
"798",1151979,1619,2,"Bt2",102,137,43,0.6,31
"799",1151979,1619,2,"Bk",137,200,26,0.3,21.1
"800",1152023,1619,95,"Ap",0,25,21,2,17.8
"801",1152023,1619,95,"Bt1",25,42,28,1.5,22.8
"802",1152023,1619,95,"Bt2",42,56,28,0.8,21.6
"803",1152023,1619,95,"Bk",56,200,15,0.5,9.4
"804",1152023,1619,3,"Ap",0,13,35,3,27.8
"805",1152023,1619,3,"Bt1",13,23,41,2,31.4
"806",1152023,1619,3,"Bt2",23,97,45,1.5,33.8
"807",1152023,1619,3,"Bw",97,137,35,0.8,26.6
"808",1152023,1619,3,"C",137,200,25,0.3,19.3
"809",1152023,1619,2,"Ap",0,23,32,2.4,25.4
"810",1152023,1619,2,"Bt1",23,102,41,1.6,31
"811",1152023,1619,2,"Bt2",102,137,43,0.6,31
"812",1152023,1619,2,"Bk",137,200,26,0.3,21.1
"813",1699248,1619,95,"Ap",0,25,21,2,17.8
"814",1699248,1619,95,"Bt1",25,42,28,1.5,22.8
"815",1699248,1619,95,"Bt2",42,56,28,0.8,21.6
"816",1699248,1619,95,"Bk",56,200,15,0.5,9.4
"817",1699248,1619,3,"Ap",0,13,35,3,27.8
"818",1699248,1619,3,"Bt1",13,23,41,2,31.4
"819",1699248,1619,3,"Bt2",23,97,45,1.5,33.8
"820",1699248,1619,3,"Bw",97,137,35,0.8,26.6
"821",1699248,1619,3,"C",137,200,25,0.3,19.3
"822",1699248,1619,2,"Ap",0,23,32,2.4,25.4
"823",1699248,1619,2,"Bt1",23,102,41,1.6,31
"824",1699248,1619,2,"Bt2",102,137,43,0.6,31
"825",1699248,1619,2,"Bk",137,200,26,0.3,21.1
"826",2219344,1619,95,"Ap",0,25,21,2,17.8
"827",2219344,1619,95,"Bt1",25,42,28,1.5,22.8
"828",2219344,1619,95,"Bt2",42,56,28,0.8,21.6
"829",2219344,1619,95,"Bk",56,200,15,0.5,9.4
"830",2219344,1619,3,"Ap",0,13,35,3,27.8
"831",2219344,1619,3,"Bt1",13,23,41,2,31.4
"832",2219344,1619,3,"Bt2",23,97,45,1.5,33.8
"833",2219344,1619,3,"Bw",97,137,35,0.8,26.6
"834",2219344,1619,3,"C",137,200,25,0.3,19.3
"835",2219344,1619,2,"Ap",0,23,32,2.4,25.4
"836",2219344,1619,2,"Bt1",23,102,41,1.6,31
"837",2219344,1619,2,"Bt2",102,137,43,0.6,31
"838",2219344,1619,2,"Bk",137,200,26,0.3,21.1
"839",2228855,1619,95,"Ap",0,25,21,2,17.8
"840",2228855,1619,95,"Bt1",25,42,28,1.5,22.8
"841",2228855,1619,95,"Bt2",42,56,28,0.8,21.6
"842",2228855,1619,95,"Bk",56,200,15,0.5,9.4
"843",2228855,1619,3,"Ap",0,13,35,3,27.8
"844",2228855,1619,3,"Bt1",13,23,41,2,31.4
"845",2228855,1619,3,"Bt2",23,97,45,1.5,33.8
"846",2228855,1619,3,"Bw",97,137,35,0.8,26.6
"847",2228855,1619,3,"C",137,200,25,0.3,19.3
"848",2228855,1619,2,"Ap",0,23,32,2.4,25.4
"849",2228855,1619,2,"Bt1",23,102,41,1.6,31
"850",2228855,1619,2,"Bt2",102,137,43,0.6,31
"851",2228855,1619,2,"Bk",137,200,26,0.3,21.1
"852",2733384,1620,97,"Ap",0,19,22,2.6,18.8
"853",2733384,1620,97,"Bt1",19,38,28,1.3,22.7
"854",2733384,1620,97,"Bt2",38,56,26,0.7,20.7
"855",2733384,1620,97,"Bk",56,118,23,0.6,16.3
"856",2733384,1620,97,"C",118,200,18,0.4,13.9
"857",2733384,1620,3,"Ap",0,15,35,3,27.8
"858",2733384,1620,3,"Bt1",15,24,41,2,31.4
"859",2733384,1620,3,"Bt2",24,97,45,1.5,33.8
"860",2733384,1620,3,"BC",97,110,35,0.4,26
"861",2733384,1620,3,"C",110,200,25,0.25,19.2
"862",2733395,1620,97,"Ap",0,19,22,2.6,18.8
"863",2733395,1620,97,"Bt1",19,38,28,1.3,22.7
"864",2733395,1620,97,"Bt2",38,56,26,0.7,20.7
"865",2733395,1620,97,"Bk",56,118,23,0.6,16.3
"866",2733395,1620,97,"C",118,200,18,0.4,13.9
"867",2733395,1620,3,"Ap",0,15,35,3,27.8
"868",2733395,1620,3,"Bt1",15,24,41,2,31.4
"869",2733395,1620,3,"Bt2",24,97,45,1.5,33.8
"870",2733395,1620,3,"BC",97,110,35,0.4,26
"871",2733395,1620,3,"C",110,200,25,0.25,19.2
"872",2733404,1620,97,"Ap",0,19,22,2.6,18.8
"873",2733404,1620,97,"Bt1",19,38,28,1.3,22.7
"874",2733404,1620,97,"Bt2",38,56,26,0.7,20.7
"875",2733404,1620,97,"Bk",56,118,23,0.6,16.3
"876",2733404,1620,97,"C",118,200,18,0.4,13.9
"877",2733404,1620,3,"Ap",0,15,35,3,27.8
"878",2733404,1620,3,"Bt1",15,24,41,2,31.4
"879",2733404,1620,3,"Bt2",24,97,45,1.5,33.8
"880",2733404,1620,3,"BC",97,110,35,0.4,26
"881",2733404,1620,3,"C",110,200,25,0.25,19.2
"882",2733405,1620,97,"Ap",0,19,22,2.6,18.8
"883",2733405,1620,97,"Bt1",19,38,28,1.3,22.7
"884",2733405,1620,97,"Bt2",38,56,26,0.7,20.7
"885",2733405,1620,97,"Bk",56,118,23,0.6,16.3
"886",2733405,1620,97,"C",118,200,18,0.4,13.9
"887",2733405,1620,3,"Ap",0,15,35,3,27.8
"888",2733405,1620,3,"Bt1",15,24,41,2,31.4
"889",2733405,1620,3,"Bt2",24,97,45,1.5,33.8
"890",2733405,1620,3,"BC",97,110,35,0.4,26
"891",2733405,1620,3,"C",110,200,25,0.25,19.2
"892",2733406,1620,97,"Ap",0,19,22,2.6,18.8
"893",2733406,1620,97,"Bt1",19,38,28,1.3,22.7
"894",2733406,1620,97,"Bt2",38,56,26,0.7,20.7
"895",2733406,1620,97,"Bk",56,118,23,0.6,16.3
"896",2733406,1620,97,"C",118,200,18,0.4,13.9
"897",2733406,1620,3,"Ap",0,15,35,3,27.8
"898",2733406,1620,3,"Bt1",15,24,41,2,31.4
"899",2733406,1620,3,"Bt2",24,97,45,1.5,33.8
"900",2733406,1620,3,"BC",97,110,35,0.4,26
"901",2733406,1620,3,"C",110,200,25,0.25,19.2
"902",2733410,1620,97,"Ap",0,19,22,2.6,18.8
"903",2733410,1620,97,"Bt1",19,38,28,1.3,22.7
"904",2733410,1620,97,"Bt2",38,56,26,0.7,20.7
"905",2733410,1620,97,"Bk",56,118,23,0.6,16.3
"906",2733410,1620,97,"C",118,200,18,0.4,13.9
"907",2733410,1620,3,"Ap",0,15,35,3,27.8
"908",2733410,1620,3,"Bt1",15,24,41,2,31.4
"909",2733410,1620,3,"Bt2",24,97,45,1.5,33.8
"910",2733410,1620,3,"BC",97,110,35,0.4,26
"911",2733410,1620,3,"C",110,200,25,0.25,19.2
"912",1703767,1622,75,"Ap",0,5,21,1.5,12
"913",1703767,1622,75,"Bt",5,23,26,1,10.5
"914",1703767,1622,75,"Btk",23,86,24,0.6,10.5
"915",1703767,1622,75,"Bk",86,163,19,0.6,8
"916",1703767,1622,75,"Ck",163,203,15,0.5,8
"917",1703767,1622,25,"Ap",0,5,18,3,14.4
"918",1703767,1622,25,"Bt",5,23,24,1.8,18
"919",1703767,1622,25,"Btb",23,86,32,1.8,25.3
"920",1703767,1622,25,"Btkb",86,112,22,1,19.2
"921",1703767,1622,25,"Bkb",112,203,18,0.5,11.8
"922",2746026,1623,98,"Ap",0,19,22,2.6,18.8
"923",2746026,1623,98,"Bt1",19,38,28,1.3,22.7
"924",2746026,1623,98,"Bt2",38,56,26,0.7,20.7
"925",2746026,1623,98,"Bk",56,118,23,0.6,16.3
"926",2746026,1623,98,"C",118,200,18,0.4,13.8
"927",2746026,1623,2,"Ap",0,23,28,2.4,25.4
"928",2746026,1623,2,"Bt1",23,49,41,1.6,31
"929",2746026,1623,2,"Bt2",49,127,43,0.6,31
"930",2746026,1623,2,"Bk",127,200,26,0.3,21.1
"931",2746027,1623,98,"Ap",0,19,22,2.6,18.8
"932",2746027,1623,98,"Bt1",19,38,28,1.3,22.7
"933",2746027,1623,98,"Bt2",38,56,26,0.7,20.7
"934",2746027,1623,98,"Bk",56,118,23,0.6,16.3
"935",2746027,1623,98,"C",118,200,18,0.4,13.8
"936",2746027,1623,2,"Ap",0,23,28,2.4,25.4
"937",2746027,1623,2,"Bt1",23,49,41,1.6,31
"938",2746027,1623,2,"Bt2",49,127,43,0.6,31
"939",2746027,1623,2,"Bk",127,200,26,0.3,21.1
"940",2746028,1623,98,"Ap",0,19,22,2.6,18.8
"941",2746028,1623,98,"Bt1",19,38,28,1.3,22.7
