"","labsampnum","idp","X","Y","hzn_old","hzn_nom","hzn_disc","hzn","hzn_prime","top","bot","cec","oc","clay","MUSYM","MUKEY"
"1028","87P00119",13697,-97.1491699,38.2613907,"BT1","Bt1","","B","",8,23,NA,1.10000002,38.5,4671,2605773
"1029","87P00120",13697,-97.1491699,38.2613907,"BT2","Bt2","","B","",23,51,NA,0.75999999,49.2000008,4671,2605773
"1030","87P00121",13697,-97.1491699,38.2613907,"BT3","Bt3","","B","",51,81,NA,0.449999988,48.7999992,4671,2605773
"1031","87P00123",13697,-97.1491699,38.2613907,"C","C","","C","",119,142,NA,0.129999995,41.2999992,4671,2605773
"1032","87P00124",13698,-97.1488876,38.2619438,"A","A","","A","",0,3,NA,0.970000029,43,4671,2605773
"1033","87P00125",13698,-97.1488876,38.2619438,"BT1","Bt1","","B","",3,43,NA,0.75999999,43.4000015,4671,2605773
"1034","87P00126",13698,-97.1488876,38.2619438,"BT2","Bt2","","B","",43,61,NA,0.479999989,46,4671,2605773
"1035","87P00128",13698,-97.1488876,38.2619438,"C","C","","C","",97,140,NA,0.119999997,34.0999985,4671,2605773
"1036","87P00129",13699,-97.2047195,38.2458344,"A1&A2","A / E","","A","",0,25,NA,2.63000011,30.3999996,4671,2605773
"1037","87P00130",13699,-97.2047195,38.2458344,"BT1","Bt1","","B","",25,53,NA,1.33000004,53.2999992,4671,2605773
"1038","87P00131",13699,-97.2047195,38.2458344,"BT2","Bt2","","B","",53,91,NA,0.670000017,50.9000015,4671,2605773
"1039","87P00133",13699,-97.2047195,38.2458344,"C1","C1","","C","",114,132,NA,0.280000001,42.7000008,4671,2605773
"1040","87P00134",13699,-97.2047195,38.2458344,"C2","C2","","C","",132,152,NA,0.109999999,35.5999985,4671,2605773
"1041","87P00148",13703,-101.2783356,38.103054,"A","A","","A","",0,15,NA,1.62,19.8999996,1857,2668645
"1042","87P00150",13703,-101.2783356,38.103054,"BK","Bk","","B","",28,43,NA,0.930000007,31,1857,2668645
"1043","87P00152",13703,-101.2783356,38.103054,"C","C","","C","",64,152,NA,0.319999993,23.7999992,1857,2668645
"1044","87P02358",14125,-96.5397186,39.0933342,"A","A","","A","",0,10,31.5,2.48000002,37.5999985,4625,1472309
"1045","87P02360",14125,-96.5397186,39.0933342,"BT1","Bt1","","B","",35,63,50.4000015,1.51999998,73.9000015,4625,1472309
"1046","87P02361",14125,-96.5397186,39.0933342,"BT2","Bt2","","B","",63,74,32.2999992,0.910000026,46.7999992,4625,1472309
"1047","87P02363",14125,-96.5397186,39.0933342,"CR","Cr","","C","",92,110,9.69999981,0.189999998,17.6000004,4625,1472309
"1048","87P02364",14126,-96.589447,39.0999985,"AP","Ap","","A","",0,16,28.1000004,2.91000009,35.2000008,4674,1472314
"1049","87P02365",14126,-96.589447,39.0999985,"A","A","","A","",16,33,29.5,2.07999992,40.5,4674,1472314
"1050","87P02367",14126,-96.589447,39.0999985,"BT1","Bt1","","B","",59,90,31.7000008,0.819999993,44.7999992,4674,1472314
"1051","87P02368",14126,-96.589447,39.0999985,"BT2","Bt2","","B","",90,114,30.7999992,0.550000012,43.4000015,4674,1472314
"1052","87P02370",14126,-96.589447,39.0999985,"C1","C","","C","",132,151,31.2000008,0.360000014,43,4674,1472314
"1053","88P04599",15360,-98.9444427,38.9949989,"AP","Ap","","A","",0,15,22.6000004,1.25999999,28.6000004,2613,2605961
"1054","88P04600",15360,-98.9444427,38.9949989,"BT1","Bt1","","B","",15,28,27.2000008,1.04999995,34.2999992,2613,2605961
"1055","88P04601",15360,-98.9444427,38.9949989,"BT2","Bt2","","B","",28,43,30.5,0.680000007,39.7999992,2613,2605961
"1056","88P04602",15360,-98.9444427,38.9949989,"BT3","Bt3","","B","",43,66,28.8999996,0.439999998,35.2999992,2613,2605961
"1057","88P04603",15360,-98.9444427,38.9949989,"BK","Bk","","B","",66,83,26.5,0.25999999,31.1000004,2613,2605961
"1058","88P04605",15360,-98.9444427,38.9949989,"C1","C1","","C","",101,136,26.6000004,0.180000007,30.5,2613,2605961
"1059","88P04606",15360,-98.9444427,38.9949989,"C2","C2","","C","",136,164,26.3999996,0.200000003,31.7000008,2613,2605961
"1060","88P04607",15360,-98.9444427,38.9949989,"C3","C3","","C","",164,200,24.1000004,0.230000004,32.2999992,2613,2605961
"1061","88P04610",15361,-101.119445799999,39.2694435,"A","A","","A","",0,13,19,1.70000005,21.8999996,1623,2759233
"1062","88P04611",15361,-101.119445799999,39.2694435,"BT1","Bt1","","B","",13,26,33.5,1.39999998,43.7000008,1623,2759233
"1063","88P04612",15361,-101.119445799999,39.2694435,"BT2","Bt2","","B","",26,40,32.4000015,1.00999999,39.2999992,1623,2759233
"1064","88P04613",15361,-101.119445799999,39.2694435,"BK","Bk","","B","",40,55,25.7000008,0.680000007,20.7999992,1623,2759233
"1065","88P04615",15361,-101.119445799999,39.2694435,"C1","C1","","C","",75,104,19.5,0.219999999,14.1999998,1623,2759233
"1066","88P04616",15361,-101.119445799999,39.2694435,"C2","C21","","C","",104,134,20.2000008,0.209999993,15.8000002,1623,2759233
"1067","88P04617",15361,-101.119445799999,39.2694435,"C2","C22","","C","",134,165,19.5,0.150000006,13.8999996,1623,2759233
"1068","88P04618",15361,-101.119445799999,39.2694435,"C3","C3","","C","",165,200,19.2000008,0.159999996,11.5,1623,2759233
"1069","88P04619",15361,-101.119445799999,39.2694435,"C4","C41","","C","",200,250,19.8999996,0.180000007,11.6000004,1623,2759233
"1070","88P04620",15361,-101.119445799999,39.2694435,"C4","C42","","C","",250,300,20.1000004,0.25,11.6000004,1623,2759233
"1071","88P04621",15361,-101.119445799999,39.2694435,"C4","C43","","C","",300,350,19.3999996,0.159999996,10.1999998,1623,2759233
"1072","88P04622",15361,-101.119445799999,39.2694435,"C4","C44","","C","",350,400,21.1000004,0.209999993,10.1999998,1623,2759233
"1073","88P04623",15361,-101.119445799999,39.2694435,"C4","C45","","C","",400,450,20.3999996,0.200000003,10.6000004,1623,2759233
"1074","88P04624",15361,-101.119445799999,39.2694435,"C4","C46","","C","",450,500,20.7000008,0.270000011,12.3000002,1623,2759233
"1075","88P04625",15361,-101.119445799999,39.2694435,"C4","C47","","C","",500,550,21.2000008,0.170000002,9.10000038,1623,2759233
"1076","88P04626",15361,-101.119445799999,39.2694435,"C4","C48","","C","",550,600,20.2000008,0.170000002,8,1623,2759233
"1077","88P04627",15362,-101.1348,39.2437333,"A","A","","A","",0,11,19.5,1.51999998,19.8999996,1859,2668728
"1078","88P04628",15362,-101.1348,39.2437333,"BW1","Bw1","","B","",11,26,22.3999996,1.09000003,20.7999992,1859,2668728
"1079","88P04629",15362,-101.1348,39.2437333,"BW2","Bw2","","B","",26,38,21.2999992,0.860000014,20.2999992,1859,2668728
"1080","88P04631",15362,-101.1348,39.2437333,"C1","C1","","C","",72,96,20.1000004,0.25999999,14.6999998,1859,2668728
"1081","88P04632",15362,-101.1348,39.2437333,"C2","C2","","C","",96,130,19.2999992,0.159999996,12.8999996,1859,2668728
"1082","88P04633",15362,-101.1348,39.2437333,"C3","C3","","C","",130,190,19.2000008,0.150000006,13.8999996,1859,2668728
"1083","88P04634",15362,-101.1348,39.2437333,"C4","C4","","C","",190,210,19,0.129999995,12.6000004,1859,2668728
"1084","88P04635",15362,-101.1348,39.2437333,"C5","C51","","C","",210,260,18.8999996,0.319999993,13,1859,2668728
"1085","88P04636",15362,-101.1348,39.2437333,"C5","C52","","C","",260,310,19.5,0.209999993,12.6999998,1859,2668728
"1086","88P04637",15362,-101.1348,39.2437333,"C5","C53","","C","",310,360,20.2000008,0.189999998,12.3999996,1859,2668728
"1087","88P04638",15362,-101.1348,39.2437333,"C5","C54","","C","",360,410,19.8999996,0.230000004,14.1999998,1859,2668728
"1088","88P04639",15362,-101.1348,39.2437333,"C5","C55","","C","",410,465,18.7000008,0.170000002,17.5,1859,2668728
"1089","89P00999",15617,-101.5711136,40.3152771,"A","A","","A","",0,8,19.2000008,1.54999995,15.6000004,1827,1699107
"1090","89P01000",15617,-101.5711136,40.3152771,"BW","Bw","","B","",8,15,23.2000008,1.55999994,22.8999996,1827,1699107
"1091","89P01001",15617,-101.5711136,40.3152771,"Bk1","Bk1","","B","",15,36,16.7000008,0.730000019,12.3000002,1827,1699107
"1092","89P01002",15617,-101.5711136,40.3152771,"BK2","Bk","","B","",36,56,17,0.430000007,11.3999996,1827,1699107
"1093","89P01003",15617,-101.5711136,40.3152771,"C1","C1","","C","",56,92,16.3999996,0.25999999,13,1827,1699107
"1094","89P01004",15617,-101.5711136,40.3152771,"C2","C2","","C","",92,122,15.6999998,0.170000002,12.6000004,1827,1699107
"1095","89P01005",15617,-101.5711136,40.3152771,"C3","C3","","C","",122,153,15.1999998,0.119999997,12.8000002,1827,1699107
"1096","89P01027",15620,-101.4488907,40.3130569,"AP","Ap","","A","",0,13,14.3000002,1.16999996,14.6999998,1556,1699079
"1097","89P01028",15620,-101.4488907,40.3130569,"BT1","Bt1","","B","",13,28,21,1.03999996,24.2000008,1556,1699079
"1098","89P01029",15620,-101.4488907,40.3130569,"BT2","Bt2","","B","",28,38,21.5,0.769999981,22.7999992,1556,1699079
"1099","89P01031",15620,-101.4488907,40.3130569,"C1","C1","","C","",59,89,20.2000008,0.620000005,21.8999996,1556,1699079
"1100","89P01032",15620,-101.4488907,40.3130569,"C2","C2","","C","",89,122,20.7999992,0.469999999,23.5,1556,1699079
"1101","89P01033",15620,-101.4488907,40.3130569,"C3","C3","","C","",122,153,20.2999992,0.439999998,23,1556,1699079
"1102","89P01034",15621,-101.4205551,40.3072205,"AP","Ap","","A","",0,13,14.3999996,0.980000019,16,1855,2768223
"1103","89P01035",15621,-101.4205551,40.3072205,"BW1","Bw1","","B","",13,33,21.3999996,0.899999976,25.5,1855,2768223
"1104","89P01036",15621,-101.4205551,40.3072205,"BW2","Bw2","","B","",33,61,21,0.519999981,23.6000004,1855,2768223
"1105","89P01037",15621,-101.4205551,40.3072205,"C1","C1","","C","",61,92,19.7000008,0.25,25.5,1855,2768223
"1106","89P01038",15621,-101.4205551,40.3072205,"C2","C2","","C","",92,112,18.8999996,0.219999999,24.1000004,1855,2768223
"1107","89P01039",15621,-101.4205551,40.3072205,"C3","C3","","C","",112,153,19.7999992,0.109999999,23.7000008,1855,2768223
"1108","89P01040",15622,-101.5122223,40.3247223,"AP","Ap","","A","",0,13,15.1999998,1.09000003,16.7000008,1556,1699079
"1109","89P01041",15622,-101.5122223,40.3247223,"BT1","Bt1","","B","",13,28,21.2999992,0.899999976,24.8999996,1556,1699079
"1110","89P01042",15622,-101.5122223,40.3247223,"BT2","Bt2","","B","",28,46,21,0.720000029,23.8999996,1556,1699079
"1111","89P01043",15622,-101.5122223,40.3247223,"BT3","Bt3","","B","",46,59,21.2999992,0.660000026,27.2000008,1556,1699079
"1112","89P01044",15622,-101.5122223,40.3247223,"BK","Bk","","B","",59,76,21.2999992,0.610000014,27.6000004,1556,1699079
"1113","89P01045",15622,-101.5122223,40.3247223,"C1","C1","","C","",76,115,20.6000004,0.449999988,28.2999992,1556,1699079
"1114","89P01046",15622,-101.5122223,40.3247223,"C2","C2","","C","",115,153,18.7999992,0.419999987,23.1000004,1556,1699079
"1115","89P01047",15623,-101.524906,40.279461,"A","A","","A","",0,8,21.6000004,1.14999998,19.5,1849,1699109
"1116","89P01048",15623,-101.524906,40.279461,"BW","Bw","","B","",8,15,18.8999996,0.980000019,19.2000008,1849,1699109
"1117","89P01049",15623,-101.524906,40.279461,"BK1","Bk1","","B","",15,41,18.3999996,0.629999995,18.8999996,1849,1699109
"1118","89P01050",15623,-101.524906,40.279461,"BK2","Bk2","","B","",41,69,17.8999996,0.430000007,18.1000004,1849,1699109
"1119","89P01051",15623,-101.524906,40.279461,"C1","C1","","C","",69,102,16.2000008,0.330000013,16.7000008,1849,1699109
"1120","89P01052",15623,-101.524906,40.279461,"C2","C2","","C","",102,127,15.1999998,0.200000003,16,1849,1699109
"1121","89P01053",15623,-101.524906,40.279461,"C3","C3","","C","",127,153,14.6999998,0.109999999,15.8000002,1849,1699109
"1122","89P03824",16162,-96.5836105,41.1138878,"AP","Ap","","A","",0,18,NA,1.24000001,26,7647,1691453
"1123","89P03825",16162,-96.5836105,41.1138878,"BT1","Bt1","","B","",18,45,NA,0.49000001,26.2000008,7647,1691453
"1124","89P03826",16162,-96.5836105,41.1138878,"BT2","Bt2","","B","",45,56,NA,0.370000005,34.2999992,7647,1691453
"1125","89P03827",16162,-96.5836105,41.1138878,"BTB1","Bt3","","B","",56,67,NA,0.319999993,36.5999985,7647,1691453
"1126","89P03828",16162,-96.5836105,41.1138878,"BTB2","Bt4","","B","",67,93,NA,0.25999999,38.5999985,7647,1691453
"1127","89P03829",16162,-96.5836105,41.1138878,"BTKB1","Btk1","","B","",93,111,NA,0.140000001,36.5999985,7647,1691453
"1128","89P03830",16162,-96.5836105,41.1138878,"BTKB2","Btk2","","B","",111,141,NA,0.100000001,27.2999992,7647,1691453
"1129","89P03831",16162,-96.5836105,41.1138878,"BKB","Bk","","B","",141,190,NA,0.0599999987,12.8000002,7647,1691453
"1130","89P03832",16162,-96.5836105,41.1138878,"C1","C","","C","",190,267,NA,0.0399999991,13.6999998,7647,1691453
"1131","89P03853",16169,-96.5605545,41.1161118,"AP","Ap","","A","",0,18,27.5,1.27999997,39.7999992,7646,1691454
"1132","89P03854",16169,-96.5605545,41.1161118,"BT1","Bt1","","B","",18,36,27.2999992,0.680000007,39.4000015,7646,1691454
"1133","89P03855",16169,-96.5605545,41.1161118,"BT2","Bt2","","B","",36,54,25.8999996,0.479999989,36.0999985,7646,1691454
"1134","89P03856",16169,-96.5605545,41.1161118,"BT3","Bt3","","B","",54,74,24.8999996,0.330000013,34,7646,1691454
"1135","89P03857",16169,-96.5605545,41.1161118,"BT4","Bt4","","B","",74,122,24.3999996,0.230000004,31.3999996,7646,1691454
"1136","89P03859",16169,-96.5605545,41.1161118,"C1","C1","","C","",163,240,22.1000004,0.0900000036,24,7646,1691454
"1137","89P03860",16169,-96.5605545,41.1161118,"C2","C2","","C","",240,335,21.2999992,0.100000001,23,7646,1691454
"1138","89P03861",16169,-96.5605545,41.1161118,"C3","C3","","C","",335,386,18.6000004,0.289999992,28.7000008,7646,1691454
"1139","89P03862",16169,-96.5605545,41.1161118,"C4","C4","","C","",386,429,18,0.330000013,29.3999996,7646,1691454
"1140","89P03887",16178,-96.6741638,41.2597237,"AP","Ap","","A","",0,15,27,1.38999999,40.5999985,7647,1691453
"1141","89P03888",16178,-96.6741638,41.2597237,"BT1","Bt1","","B","",15,36,29.1000004,0.949999988,41.2999992,7647,1691453
"1142","89P03889",16178,-96.6741638,41.2597237,"BT2","Bt2","","B","",36,49,28,0.610000014,39.4000015,7647,1691453
"1143","89P03890",16178,-96.6741638,41.2597237,"BT3","Bt3","","B","",49,59,28.1000004,0.389999986,36.9000015,7647,1691453
"1144","89P03891",16178,-96.6741638,41.2597237,"BT4","Bt4","","B","",59,89,27,0.25999999,33.9000015,7647,1691453
"1145","89P03892",16178,-96.6741638,41.2597237,"BT5","Bt5","","B","",89,107,25.7000008,0.189999998,32.0999985,7647,1691453
"1146","89P03895",16178,-96.6741638,41.2597237,"C1","C1","","C","",168,226,25,0.119999997,25.6000004,7647,1691453
"1147","89P03896",16178,-96.6741638,41.2597237,"C2","C2","","C","",226,236,27.6000004,0.140000001,23.3999996,7647,1691453
"1148","89P03897",16178,-96.6741638,41.2597237,"C3","C3","","C","",236,282,24.2000008,0.109999999,25.7999992,7647,1691453
"1149","89P03898",16178,-96.6741638,41.2597237,"C4","C41","","C","",282,320,23.2000008,0.129999995,30.7000008,7647,1691453
"1150","89P03899",16178,-96.6741638,41.2597237,"C4","C42","","C","",320,350,23.2000008,0.140000001,32.0999985,7647,1691453
"1151","89P03913",16183,-96.6188889,41.2919426,"AP1","Ap1","","A","",0,12,17,1.61000001,24.6000004,7280,2745842
"1152","89P03914",16183,-96.6188889,41.2919426,"AP2","Ap2","","A","",12,20,18.1000004,1.55999994,24.6000004,7280,2745842
"1153","89P03915",16183,-96.6188889,41.2919426,"A1","A","","A","",20,31,20,1.61000001,29.5,7280,2745842
"1154","89P03917",16183,-96.6188889,41.2919426,"BT1","Bt1","","B","",41,67,21.2000008,1.01999998,31.7999992,7280,2745842
"1155","89P03918",16183,-96.6188889,41.2919426,"BT2","Bt2","","B","",67,102,23,0.519999981,34.0999985,7280,2745842
"1156","89P03919",16183,-96.6188889,41.2919426,"BT3","Bt3","","B","",102,135,24.5,0.25999999,33.4000015,7280,2745842
"1157","89P03921",16183,-96.6188889,41.2919426,"C1","C1","","C","",180,230,23.7000008,0.0900000036,28.5,7280,2745842
"1158","89P03922",16183,-96.6188889,41.2919426,"C21","C21","","C","",230,270,23.3999996,0.0799999982,26.8999996,7280,2745842
"1159","89P03923",16183,-96.6188889,41.2919426,"C22","C22","","C","",270,312,23.7999992,0.0900000036,27.2000008,7280,2745842
"1160","89P03924",16183,-96.6188889,41.2919426,"C23","C23","","C","",312,355,23.7000008,0.100000001,25.5,7280,2745842
"1161","89P03925",16183,-96.6188889,41.2919426,"C24","C24","","C","",355,400,23.2000008,0.0900000036,23.7000008,7280,2745842
"1162","89P03926",16183,-96.6188889,41.2919426,"C25","C25","","C","",400,450,23.5,0.100000001,25,7280,2745842
"1163","89P03927",16183,-96.6188889,41.2919426,"C26","C26","","C","",450,500,23.2999992,0.119999997,25.1000004,7280,2745842
"1164","89P03928",16183,-96.6188889,41.2919426,"C27","C27","","C","",500,550,22.8999996,0.109999999,22.5,7280,2745842
"1165","89P04373",16237,-101.6758347,40.2866669,"AP","Ap","","A","",0,20,5.9000001,0.800000012,4.0999999,5973,1699091
"1166","89P04374",16237,-101.6758347,40.2866669,"A","A","","A","",20,38,10,0.50999999,9.80000019,5973,1699091
"1167","89P04375",16237,-101.6758347,40.2866669,"BW1","Bw1","","B","",38,61,10.6000004,0.409999996,10.6000004,5973,1699091
"1168","89P04376",16237,-101.6758347,40.2866669,"BW2","Bw2","","B","",61,89,10.1000004,0.219999999,9.69999981,5973,1699091
"1169","89P04377",16237,-101.6758347,40.2866669,"C1","C1","","C","",89,112,8.39999962,0.159999996,7.30000019,5973,1699091
"1170","89P04378",16237,-101.6758347,40.2866669,"C2","C2","","C","",112,137,8.80000019,0.140000001,6.9000001,5973,1699091
"1171","90P00500",16391,-96.9086111,39.1894444,"A1","A1","","A","",0,7,17.2000008,2.94000006,15.3999996,3845,2733326
"1172","90P00501",16391,-96.9086111,39.1894444,"A2","A2","","A","",7,18,16.8999996,2.49000001,17.7000008,3845,2733326
"1173","90P00503",16391,-96.9086111,39.1894444,"BT1","Bt1","","B","",39,71,19.3999996,0.899999976,31.6000004,3845,2733326
"1174","90P00504",16391,-96.9086111,39.1894444,"BT2","Bt2","","B","",71,115,17.2999992,0.409999996,27.7000008,3845,2733326
"1175","90P00505",16391,-96.9086111,39.1894444,"BT3","Bt3","","B","",115,144,16.6000004,0.25999999,25.2000008,3845,2733326
"1176","90P00506",16391,-96.9086111,39.1894444,"BT4","Bt4","","B","",144,181,16.6000004,0.230000004,24.5,3845,2733326
"1177","90P00508",16391,-96.9086111,39.1894444,"C1","C1","","C","",225,235,17.8999996,0.170000002,23.7999992,3845,2733326
"1178","90P00509",16391,-96.9086111,39.1894444,"C2","C2","","C","",235,315,17.7999992,0.150000006,23.8999996,3845,2733326
"1179","90P00510",16391,-96.9086111,39.1894444,"C3","C3","","C","",315,365,19.2000008,0.150000006,26.5,3845,2733326
"1180","90P02890",16826,-98.1344452,40.5747223,"AP","Ap","","A","",0,23,20.2999992,1.62,27.2000008,3824,2559464
"1181","90P02891",16826,-98.1344452,40.5747223,"BT","Bt1","","B","",23,43,29.2999992,1.00999999,43.5,3824,2559464
"1182","90P02892",16826,-98.1344452,40.5747223,"BT2","Bt2","","B","",43,64,31.3999996,0.629999995,44,3824,2559464
"1183","90P02894",16826,-98.1344452,40.5747223,"C1","C1","","C","",102,124,25.5,0.140000001,22.2999992,3824,2559464
"1184","90P02895",16826,-98.1344452,40.5747223,"C2","C2","","C","",124,157,23.8999996,0.119999997,22.5,3824,2559464
"1185","90P03809",16955,-96.581665,41.288887,"AP","Ap","","A","",0,15,NA,1.49000001,34.7999992,7105,1691452
"1186","90P03810",16955,-96.581665,41.288887,"BW1","Bw1","","B","",15,23,NA,1.02999997,41.0999985,7105,1691452
"1187","90P03811",16955,-96.581665,41.288887,"BW2","Bw2","","B","",23,46,NA,0.550000012,36.2999992,7105,1691452
"1188","90P03812",16955,-96.581665,41.288887,"BW3","Bw3","","B","",46,76,NA,0.270000011,32.0999985,7105,1691452
"1189","90P03814",16955,-96.581665,41.288887,"C","C","","C","",112,152,NA,0.140000001,27.1000004,7105,1691452
"1190","90P03820",16957,-96.7047195,41.2900009,"AP","Ap","","A","",0,15,NA,1.28999996,38.9000015,7646,1691454
"1191","90P03821",16957,-96.7047195,41.2900009,"BW1","Bw1","","B","",15,25,NA,0.800000012,36.7000008,7646,1691454
"1192","90P03822",16957,-96.7047195,41.2900009,"BW2","Bw2","","B","",25,51,NA,0.379999995,33.5999985,7646,1691454
"1193","90P03824",16957,-96.7047195,41.2900009,"C","C","","C","",99,152,NA,0.140000001,28.5,7646,1691454
"1194","90P03966",16985,-101.516575,40.2983333,"AP","Ap","","A","",0,10,36.2000008,2.28999996,46.0999985,5942,1699089
"1195","90P03967",16985,-101.516575,40.2983333,"BT1","Bt1","","B","",10,33,31.1000004,1.17999995,40.5,5942,1699089
"1196","90P03968",16985,-101.516575,40.2983333,"BT2","Bt2","","B","",33,58,29.7999992,0.689999998,43.9000015,5942,1699089
"1197","90P03969",16985,-101.516575,40.2983333,"BT3","Bt3","","B","",58,81,29.8999996,0.689999998,41.7999992,5942,1699089
"1198","90P03970",16985,-101.516575,40.2983333,"BT4","Bt4","","B","",81,102,26.6000004,0.569999993,33.5999985,5942,1699089
"1199","90P03972",16985,-101.516575,40.2983333,"C","C","","C","",132,165,18.1000004,0.25,17.8999996,5942,1699089
"1200","90P04007",16994,-96.7556,41.1561165,"AP","Ap","","A","",0,15,24.3999996,1.59000003,34.7000008,7353,1691431
"1201","90P04008",16994,-96.7556,41.1561165,"BT1","Bt1","","B","",15,30,24.3999996,1.08000004,35.2999992,7353,1691431
"1202","90P04009",16994,-96.7556,41.1561165,"BT2","Bt2","","B","",30,38,24.7000008,0.689999998,35,7353,1691431
"1203","90P04010",16994,-96.7556,41.1561165,"BT3","Bt3","","B","",38,51,23.6000004,0.379999995,32.2000008,7353,1691431
"1204","90P04012",16994,-96.7556,41.1561165,"C","C","","C","",76,102,27.6000004,0.180000007,39,7353,1691431
"1205","90P04013",16995,-96.7561493,41.1561165,"AP","Ap","","A","",0,13,29.3999996,1.13999999,39.4000015,7353,1691431
"1206","90P04014",16995,-96.7561493,41.1561165,"A1","A","","A","",13,30,30.5,0.810000002,40.7999992,7353,1691431
"1207","90P04015",16995,-96.7561493,41.1561165,"BT","Bt","","B","",30,48,31.2000008,0.370000005,40.5,7353,1691431
"1208","90P04017",16995,-96.7561493,41.1561165,"C1","C1","","C","",64,79,31,0.0900000036,39.5,7353,1691431
"1209","90P04018",16995,-96.7561493,41.1561165,"C2","C2","","C","",79,104,27.5,0.0599999987,37.0999985,7353,1691431
"1210","90P04051",17003,-96.8883362,41.0661125,"A1","A1","","A","",0,3,41.4000015,10.0900002,30.8999996,7507,1691439
"1211","90P04052",17003,-96.8883362,41.0661125,"A2","A2","","A","",3,5,32.2999992,4.32000017,31.2000008,7507,1691439
"1212","90P04053",17003,-96.8883362,41.0661125,"A3","A3","","A","",5,18,31,2.31999993,36.5999985,7507,1691439
"1213","90P04055",17003,-96.8883362,41.0661125,"BT","Bt","","B","",31,49,30.3999996,0.709999979,38.7999992,7507,1691439
"1214","90P04056",17003,-96.8883362,41.0661125,"BTK1","Btk1","","B","",49,72,23,0.319999993,32.9000015,7507,1691439
"1215","90P04057",17003,-96.8883362,41.0661125,"BTK2","Btk2","","B","",72,92,22,0.140000001,32.5999985,7507,1691439
"1216","90P04058",17003,-96.8883362,41.0661125,"BTK3","Btk3","","B","",92,110,20.8999996,0.0599999987,32,7507,1691439
"1217","90P04060",17003,-96.8883362,41.0661125,"C","C","","C","",140,160,21.1000004,0.0299999993,33.5999985,7507,1691439
"1218","90P04079",17008,-96.8769455,41.0538902,"A1","A1","","A","",0,5,29,4.57000017,27.2000008,7231,1691426
"1219","90P04080",17008,-96.8769455,41.0538902,"A2","A2","","A","",5,16,26.1000004,2.3900001,29.5,7231,1691426
"1220","90P04081",17008,-96.8769455,41.0538902,"A3","A3","","A","",16,28,26.2999992,1.79999995,33.7000008,7231,1691426
"1221","90P04083",17008,-96.8769455,41.0538902,"BT","Bt","","B","",40,53,22.7999992,0.779999971,32.0999985,7231,1691426
"1222","90P04084",17008,-96.8769455,41.0538902,"BTK1","Btk1","","B","",53,68,19.7000008,0.540000021,30.7000008,7231,1691426
"1223","90P04085",17008,-96.8769455,41.0538902,"BTK2","Btk2","","B","",68,86,20,0.340000004,29.8999996,7231,1691426
"1224","90P04086",17008,-96.8769455,41.0538902,"BTK3","Btk3","","B","",86,102,18.8999996,0.189999998,30.2999992,7231,1691426
"1225","90P04088",17008,-96.8769455,41.0538902,"C","C","","C","",127,152,18.5,0.0700000003,31,7231,1691426
"1226","90P04249",17034,-101.7213898,40.0152779,"A","A","","A","",0,23,14.6999998,1.02999997,14.6000004,1827,1699107
"1227","90P04250",17034,-101.7213898,40.0152779,"BW1","Bw1","","B","",23,38,16.3999996,0.689999998,14.8999996,1827,1699107
"1228","90P04251",17034,-101.7213898,40.0152779,"BW2","Bw2","","B","",38,66,16.1000004,0.5,15.3000002,1827,1699107
"1229","90P04252",17034,-101.7213898,40.0152779,"BW3","Bw3","","B","",66,104,15.6999998,0.460000008,14.5,1827,1699107
"1230","90P04253",17034,-101.7213898,40.0152779,"C1","C1","","C","",104,137,15.3000002,0.330000013,14.8999996,1827,1699107
"1231","90P04254",17034,-101.7213898,40.0152779,"C2","C2","","C","",137,170,15.5,0.280000001,14.8000002,1827,1699107
"1232","90P04255",17035,-101.7222214,40.0186119,"A","A","","A","",0,8,15.8000002,1.17999995,12.6000004,1849,1699109
"1233","90P04256",17035,-101.7222214,40.0186119,"BW","Bw","","B","",8,25,14.6000004,0.99000001,11.6000004,1849,1699109
"1234","90P04257",17035,-101.7222214,40.0186119,"C1","C1","","C","",25,56,13.8000002,0.409999996,9.89999962,1849,1699109
"1235","90P04258",17035,-101.7222214,40.0186119,"C2","C2","","C","",56,91,13.3999996,0.209999993,9.80000019,1849,1699109
"1236","90P04259",17035,-101.7222214,40.0186119,"C3","C3","","C","",91,122,12.3000002,0.119999997,10,1849,1699109
"1237","90P04260",17035,-101.7222214,40.0186119,"C4","C4","","C","",122,152,13.3000002,0.100000001,9.89999962,1849,1699109
"1238","90P04582",17098,-101.9852753,40.5583344,"AP","Ap","","A","",0,14,15.8000002,1.20000005,18.5,1725,1699053
"1239","90P04583",17098,-101.9852753,40.5583344,"BT1","Bt1","","B","",14,27,18.6000004,0.920000017,22,1725,1699053
"1240","90P04584",17098,-101.9852753,40.5583344,"BT2","Bt2","","B","",27,43,21.2000008,0.579999983,23.5,1725,1699053
"1241","90P04585",17098,-101.9852753,40.5583344,"BK1","Bk1","","B","",43,65,18.2000008,0.519999981,19.7999992,1725,1699053
"1242","90P04586",17098,-101.9852753,40.5583344,"BK2","Bk2","","B","",65,77,16.6000004,0.379999995,18.7999992,1725,1699053
"1243","90P04587",17098,-101.9852753,40.5583344,"C/CR","C / Cr","","C","",77,113,9.89999962,0.129999995,9.30000019,1725,1699053
